"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15"
"36",-0.0338836401381195,0.00595186347164342,-0.0308171871851262,0.0195259083335482,-0.01771631908999,0.0164300455296023,-0.0266896152132236,0.040370830496567,-0.068612218190401,-0.0204261691203291,-0.0120377092861441,-0.0415959708051563,0.0296977987522595,-0.101126200914138,0.0356338969558282
"37",-0.0300715431002276,0.0353213283255664,-0.00613220623174496,0.0410632522399466,-0.0047109290298283,-0.00393806220035661,-0.0182403261042219,0.0144745002769964,-0.105575842211461,-0.00269869341715078,0.0355057215797703,0.0404349267919704,0.0234280845064037,-0.0503694361656042,0.00302508876411563
"38",0.0116929019399512,0.0586291305577653,-0.0093458064037669,-0.00939166551954998,0.0172839745834579,0.00894103821122113,0.023869752732818,-0.0329950718898381,-0.0645963319527389,-0.028015812367175,0.0883654862758208,0.116240908859161,-0.0125111280101433,-0.0586705798687666,-0.119977539192234
"39",0.0191885406220095,0.0575562717948516,-0.00917704376057261,-0.0366607247781833,-0.00358350948239923,-0.0207558990035898,0.057169479201695,-0.0263697664421097,-0.0502650810322432,-0.0488419631866191,0.0400424940659312,0.0847556145622969,0.0259406623070411,-0.0562537612972176,-0.0188289830329581
"40",0.0267371178831182,0.0535969515725298,-0.0283902352673827,-0.016355694639691,-0.036344873139888,-0.0268901995519018,0.0235488320152381,-0.0334608772841673,-0.0274540304486742,-0.037903581205524,0.07502568509374,0.0370109264919923,0.0488239394696441,0.0325001138517669,-0.00138657616901999
"41",0.0137657793995144,0.0382541485677743,-0.00636880934614732,0.00187848534396049,-0.0544688268592158,-0.017834274728534,0.0152327352652962,-0.0564399520682337,-0.0857284927601496,-0.0424747501090823,0.120513855405019,0.0388042663130837,0.0232194568870626,0.0187396068456909,-0.0149441842801791
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.0134412096565078,0.00177447966737994,-0.0591928362420045,-0.0272998660264268,-0.0339863459590982,-0.0439367848990148,0.0158897506151263,0.0306511095071845,-0.0282485337442195,0.048770132272327,-0.0440801854757187,0.0559502791471067,0.0593355522958601,0.143985504106083,0.00686046935436329
"46",-0.00640322061150235,-0.00496461101501751,-0.0790398199333484,-0.0730370535485893,0.021259389635965,-0.0156926813663726,0.0415768264057824,-0.0529551478902094,-0.0572676864389194,0.0428523411182723,0.00885938187820975,0.0338277713049524,-0.00720043061532044,0.0289678186618281,0.047497436812792
"47",-0.0188591478497899,-0.00228860041164339,-0.0154139401856192,-0.0994247556690017,-0.0208285525410322,-0.0231485409198968,0.0367591706011252,-0.0317477809149607,-0.0569003801834214,0.0149011045747635,-0.031596537913928,0.0353798441292668,0.0600511854827806,0.0165630992168139,0.00382666844881921
"48",-0.026589293925396,0.00995283623148956,0.0319947799324779,-0.0837640317843852,-0.0173289040472936,-0.0656114440082359,-0.00301151451955104,-0.00514263849638759,-0.0157647863679214,0.0154284449998473,-0.0462745393863836,0.0151828835515339,0.0291271627993479,-0.0100854115805993,0.052728138408102
"49",-0.0246054620781655,-0.00926320090295707,0.0375330047435105,-0.0940042272875709,-0.0251579946071029,-0.0276303761622133,-0.0160684865996925,0.0227333571489576,-0.00699919552712118,-0.018118942587606,-0.0635656147151589,0.0129668420450612,-0.000724648346710333,-0.00887895463673676,-0.0154053976259142
"50",-0.0201352467844277,-0.00433560318012077,0.0669277285002258,-0.0842083651489073,-0.00486079336356612,-0.00803015486058428,0.00938537029471986,0.017893596938158,-0.0171763956479443,-0.0577294669500308,-0.0477547083799833,-0.0211907827061158,0.0316716637444346,0.0271915357540748,-0.00973339373460157
"51",-0.0224465747353531,0.00723741057806078,0.0632812788741213,-0.0812304119900109,-0.014267460188588,-0.0386707822678956,-0.0280200088288708,0.0484669034070371,-0.0190348938705232,-0.0030242080798896,-0.0215203655552137,-0.0158304583589024,-0.00332900801565469,0.0144667733410083,0.00156395288130506
"52",-0.0328804284113544,0.0190760755164008,0.0366771117682911,-0.0644298282512733,0.00101129696693587,-0.0241418298452165,-0.03065447364019,0.0232314495548528,0.0361661736846993,0.038641390826602,-0.0123830786505321,-0.0238423606361217,-0.0488882809193601,-0.0204095310124287,0.0317585246157936
"53",-0.0342072462114349,0.014993676069539,0.0339264492462288,-0.0309259687157534,-0.0609814573414844,0.00621714657869297,0.0251846209363853,-0.00981441449250818,-0.0175660755471129,0.0699319701985603,-0.0127095844832845,-0.0175519040398857,0.038219045404221,-0.0283218649931775,-0.0727525679447763
"54",-0.0244510150730409,0.0202476951602564,0.0238136390574873,-0.0216183802656794,-0.0942906784709903,0.0322552250562508,0.0482237681092533,-0.0238885269630975,0.0096076179216551,0.0560255627491624,-0.00838262021112705,-0.0277758060701004,0.0390474582381194,0.0280224989482672,-0.0339952522430914
"55",-0.0321541004550225,0.00224783324974401,0.033466149494898,-0.0193545584780862,-0.0711517535850627,0.037014258146059,0.0499945064677662,-0.0302025518662817,0.0283968352301437,0.0355907046484798,-0.0137185465907973,0.00237117854495072,0.0143358190903289,-0.0394818545421889,0.00929234193679193
"56",-0.0339271972910667,0.0243876159699794,0.00297033156235114,0.0306453095515483,-0.0483745499787183,0.0468952786194234,0.0690289722576068,-0.0178296445048407,0.0005625435768272,0.0233916034833379,-0.0258328325742484,-0.0247659017013081,-0.0174772425601114,-0.0135339302007083,0.00709009818510374
"57",-0.0388458570942748,0.0217534963601489,-0.0173680582236703,0.0382190663856328,-0.0319632117058407,0.0328441207943441,0.023038254454877,-0.0180100601541136,-0.00416507309864651,-0.022963028222596,0.0332435160908118,-0.0473014650932804,0.00710561847179826,-0.0303237024784521,0.00750564193957646
"58",-0.0358534908079374,0.00385471185549678,-0.0078948708929716,0.0521708752146809,-0.0562699243721964,0.00336280159093039,0.0240971522532281,0.00527483168968515,0.000122928838817155,-0.0298602767912856,0.0138267621697786,-0.0693225892589545,0.030295859934049,-0.00932272952090008,-0.0238217809184481
"59",-0.035129490788072,0.00240930863840515,0.0120921747242447,0.0509500753741694,-0.030483241608494,0.00904219460865659,0.0790582831358388,0.0220986322655568,-0.0250025138879581,-0.014232600560174,-0.0289916532201892,0.00547503581084861,0.0193900999402579,-0.0190435244265928,0.0084851362797025
"60",-0.0340446493136901,-0.00920557400279825,0.00397289296177045,0.0289600675253938,-0.0104495550907391,0.0459205515256016,0.0883421041491109,0.0334821821646457,-0.036242428955661,0.00819680513069074,-0.027501826637567,-0.0180968894087352,0.0261119238668079,-0.0167369720495642,-0.0651158351613753
"61",-0.0389018412777228,0.0140339722480399,0.00658612447780082,0.0301998636463359,0.0352211512808962,0.0421551498796669,0.0533503720606935,0.0199457038638194,0.0091616083229144,-0.0209635734495773,-0.0344579411105602,-0.00590412291504885,0.015435083590169,-0.0129677089512148,0.1038914692188
"62",-0.0297339721789825,0.0101594299099616,0.0204993416731927,0.0193837544271305,0.0524408446601613,0.0615366102886706,0.0606776370393485,0.0657922901552456,0.0157456455766031,0.00543922253035216,0.00361908378859241,-0.0206544904386431,0.0272600123035347,-0.0452715611765622,-0.0871990252157449
"63",-0.0294483541761877,0.0402429208021026,0.0381119656116686,0.0447380679936887,0.0151065535280072,0.0199238631584368,-0.00875075340042831,0.0827999422399753,0.0100165982344521,0.0196782439186363,-0.00447888428670159,-0.0288942927920574,0.028010888687513,-0.0408422276806322,-0.038817977331546
"64",-0.0255794769449814,0.033262804280003,0.0507162335843592,-0.0218762116200077,-0.0406231700529941,0.0542538757548076,0.0131717661399841,0.0733050539088525,-0.0422851493638373,-0.02433722001709,-0.0170746664621683,-0.00574744113082455,0.00517465870279915,-0.0483351504757086,0.00396558512475864
"65",-0.00736943268210245,0.0673521315234303,0.0158322953889605,-0.0253702689872538,-0.0147306890304962,0.0485224770252961,0.0162530614500826,0.0159623135616763,-0.0997542644683677,0.000919657659862995,0.0510645818178146,-0.034638270940775,0.0338153654909983,-0.0722423581043369,0.0304962429231211
"66",0.0158014036039841,0.0659015488836418,-0.0347578629310582,-0.0319294314687213,-0.00600689257830468,-0.0260863984824823,0.044248401509044,-0.0197643634308855,-0.0592243121296551,-0.000867250687682468,0.0536021603737608,0.0521201056230523,0.011260776124619,-0.0779032275257549,0.0743317494561843
"67",0.0171558802506642,0.0575797217029933,-0.0317054583873362,-0.0129666633699101,-0.0203406664723948,-0.041382205708733,0.0320437016543632,-0.0411618231211221,-0.0614662559447486,-0.0314047714236927,0.0856780445375194,0.0660865983887928,-0.00839425624409197,-0.0281705974645032,0.0119741384606303
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",0.00328206200567284,-0.0146502290999063,-0.0464432982667647,0.0165067790260678,-0.0311663396442258,-0.0481678888352239,-0.0405900716451905,0.0798526010893993,-0.0894917226401124,-0.00428721831601347,0.0624520966483525,-0.0494296839873736,0.096513070254901,0.0118971223259821,0.0427600418964601
"71",-0.0292360078253413,-0.00922094193262138,-0.0681502633540709,-0.0499663885891509,-0.00400382936937551,-0.0304431621494093,-0.0130439662890829,0.0112124262484019,-0.063778999948783,-0.00658101929486653,-0.00511653291213065,0.0210108713898228,0.0341574807205875,0.0453895480567976,0.00438037783132387
"72",-0.0352324523361032,0.00116663474164909,0.0175418390476425,-0.0637690451778911,-0.00126600861907607,0.0412782897168583,-0.0232519007485009,0.0252871320188707,0.0159783186843931,0.00821266081336293,-0.0602675981974221,0.0160395587011868,0.0331053644412441,0.0366638115170507,0.0169918626945219
"73",-0.030562491731666,0.00447024709910702,0.0279442253320177,-0.0782882982930821,0.0061962336932736,-0.0203512980352268,-0.0258129309141004,0.0170111693339181,-0.0281059891552404,0.0551492987405781,-0.00413229673924674,0.00861827600422442,0.0479495596921749,0.0546254618414944,-0.00618665746254003
"74",-0.0320647691713948,-0.00625650335211455,0.0300986279976413,-0.0730972766304549,0.0117676100945843,-0.0505792991984819,-0.0165120833862806,-0.00358852070393577,-0.0237319514773083,0.0538594685983244,-0.00757923914769331,-0.0138590229564931,0.0295953547771253,-0.000956149313253226,0.0113632403805842
"75",-0.0298330789714192,-0.0184265481080922,0.00790143583510831,-0.0960795531273412,0.00143071519265374,-0.0176665834197952,0.00218092584223331,0.013341345307902,0.00195992363362284,0.0526345734889466,-0.00548217099378246,0.00203076085568511,0.0135928612365408,-0.00988548706407756,0.00683311770799689
"76",-0.024420738262158,-0.0122086015099649,0.0380901127479617,-0.0971588892138107,0.00897917158962633,-0.0157883262352648,0.0328536980673595,0.0177923697005771,-0.00619291660144204,-0.0326199838893447,-0.0297702160630476,0.0159703983288355,0.0290708477782764,0.035111063183692,-0.00368808064970758
"77",-0.0257424297773282,-0.00161558479664911,0.0459108335702812,-0.0891086871017094,0.0154444991075593,-0.0309083111145508,0.0306116090357898,0.0101978769791229,0.0191850490625528,-0.0372957902638591,-0.0368165390618637,-0.00466747032939843,0.0198448361763144,-0.0214719821102704,0.0149748259112952
"78",-0.0207171891539913,-2.20866075814388e-05,0.0599776136291975,-0.0750010149445605,0.00248471468487439,-0.0237870505188837,-0.0247012105025968,0.0488482477820995,0.0144014951148424,-0.0196845578587946,-0.0560776290107978,-0.0160185375333611,0.0761547797018194,-0.0333047403667308,0.0192810791593868
"79",-0.0307775040371277,0.00945703014717529,0.0345777444843008,-0.0361431219880766,-0.0534665764555605,0.0142933068518473,0.0672452548415483,-0.0346722906314048,-0.0199958780190322,0.0408746938607309,0.0351298508336884,0.00691109711362421,0.0224870757763599,-0.0536598327755361,0.000557184849832712
"80",-0.0316658093607496,0.0114057897580096,0.0404316697675206,-0.0121713860875797,-0.0785994353774077,0.0346057710631639,0.0308194477934464,-0.0279933947562407,0.00613115145241583,0.0433264233269531,0.0175034361080076,-0.0101501600961495,-0.0105852073269536,-0.0383958152467712,-0.00913455600130002
"81",-0.0319530250684674,0.00901443160620697,0.0355988506637301,0.0163309858020404,-0.0547965089129916,0.00235908343322324,0.0826965602942964,-0.0120446023317476,0.0419970052881654,0.0240417157396682,-0.0193311286420339,0.00691100862508066,-0.0236864120188227,-0.0378793548988663,-0.0389282502692139
"82",-0.0374689494935735,0.023654593511039,0.0202447384902181,0.0283813262126766,-0.053567955398846,-0.00421968483159488,0.0537040124951493,-0.0190082222666703,0.0232083821657378,0.0144717319745316,0.0237081593525734,-0.00151702029411056,-0.0164906595646567,0.00362911899366381,-0.0399407395264221
"83",-0.0417728456842936,0.028698060540744,-0.00143727098749435,0.0211968890527398,-0.0450475858568158,0.00228186338521286,0.0230534752907098,-0.0208474875680612,0.00966547499210879,-0.00882592176535068,0.0172832084300196,-0.00407660032748063,-0.017531701335815,0.00232133372573841,0.0436553175941069
"84",-0.0425172762331277,0.00851130112262252,0.0127519345420997,0.0412997601253497,-0.0270601457654908,-0.0124088329174816,0.00881599731452305,-0.018696178344202,-0.00320644731581516,-0.0116617605317505,-0.00318810667540288,-0.0409932811995937,-0.0213571285238657,-0.0194558746244081,-0.0241000680564964
"85",-0.0432047851233204,-0.0146586914769728,-0.0078959665345633,0.0318387830961874,-0.0121522225652195,-0.00699719689775685,0.048911556329741,0.000596254732091775,-0.0105384912823607,0.00413840165533271,-0.00910618789500782,0.0134828471414497,-0.0105990194195045,-0.0184131706337582,-0.0635933761751608
"86",-0.0415029498711903,-0.000608216706435557,-0.00691873880757637,0.0507370410516681,-0.0224765181399478,0.00500715192756156,0.033657092346899,-0.00229330351408602,-0.0268995400699699,0.0230674514104583,-0.0102759836854558,0.0107039113246937,0.00943180749168895,0.0187393625813488,-0.00412977579767264
"87",-0.0358566446840431,0.00460349301813197,0.0022416950469728,0.0566566704160442,-0.000448919692773039,0.0336737900639261,0.0579389371798306,0.00976795697272717,-0.0318317135725972,0.0480064288425107,-0.0162474021361389,-0.0387609929958413,-0.00244759160601305,-0.00402668444259328,0.00681393608484193
"88",-0.0347334977766464,-0.0120013404325446,0.0267757616569383,0.0629138847053751,0.000420789521660264,0.0202325122642275,0.0434366002765958,0.0386690545786517,-0.00277329029704932,0.0392647736969886,0.0106709997943814,-0.0445574868527095,0.000811329153800982,-0.0301268893626606,-0.0873713612130326
"89",-0.0311824493565471,-0.0082722353501034,0.0328511325801155,0.0381303096075246,-0.0353830471591517,0.0398354197787427,0.0529576468595846,0.0599343526176722,-0.00979819211953419,0.045288359531692,0.0255263497648467,-0.0495751664505367,-0.0127036760632427,-0.0309906957540701,0.0936005344566383
"90",-0.033020104896842,0.0127426927835097,0.0353002204122282,-0.00871007301269767,0.0135846495495122,0.0485206483751315,0.00069428263299737,0.0814215125595514,0.0109912431706017,-0.0460074740667797,0.00279764959291439,-0.0102627568110145,-0.029557258096423,-0.0759893516695068,0.00569065755740367
"91",-0.0245379984126059,0.0218143758549673,-0.020455716887228,-0.071334994186728,0.0558185416133332,0.0117223567581994,-0.02628489619101,0.0614074984903049,-0.0373201915416793,0.0602383768127382,-0.000550086076367468,0.0126026284250836,-0.0216532748047628,-0.0119578136274676,-0.0208873000137704
"92",-0.0237818297778707,0.00730343085536611,-0.0263152750021707,-0.0787342286609705,0.031432496758231,-0.0114766347183388,-0.043348365075101,0.0112953351293594,-0.0600830258541292,0.0821536294479519,0.0221401732346247,0.027824462474535,-0.00148420939169603,-0.0103838360548794,-0.0986279300198408
"93",-0.0034522867255252,0.0584667074535047,-0.0404251697055804,-0.037268724674433,-0.0086678631604605,-0.0233282375427782,-0.0241636199399043,-0.00157236035717039,-0.0705349205486602,0.0209423352366263,0.0859065414385295,0.0814252788505822,-0.0199998122628984,-0.0744553859897477,-0.0450523977596344
"94",0.0107978945297784,0.0495784011434224,-0.0459000596490547,-0.012679492376692,-0.022685541855226,-0.0351632925464655,0.0395386201872456,-0.00611615573781641,-0.0694081022478484,-0.0427589720378533,0.111890058296403,-0.00574846537882315,0.0345042095919197,-0.0624264429625487,-0.0487343560871753
"95",0.0119561958876396,0.058505624098369,-0.0496164046925708,-0.0229455357425675,-0.0139792602279227,-0.0625235568089575,0.0515020844736978,0.0339824504581867,-0.0401306842933499,0.0151235378604235,0.0735523934951899,0.0275221497007862,0.0372204462663191,0.0188220383244905,-0.000999788714316688
"96",-0.0036987987659062,0.0207580245580812,-0.065849806980562,-0.0401937922313111,0.007956900361482,-0.0865710851336705,0.0342401991205659,0.0130488333910345,-0.0935998558621958,0.0452375098902561,-0.0146217064054044,-0.00902883633077132,-0.010949560658888,-0.0343357552185269,0.0997746972832713
"97",-0.0358671896414461,0.029424755625748,-0.0414148394286942,-0.0536642377186446,-0.0140506771220458,0.000935444654548313,-0.0057762545820963,0.0144190065930578,0.0260676538009388,0.0110482112268274,-0.0234818710564711,0.0458577819201314,0.032014200483856,0.00660276391493033,-0.00740978617001658
"98",-0.0383146460121065,0.0195548819944802,-0.0149469627850953,-0.0581033341073345,-0.00663225091740873,-0.0313744963177657,-0.0212955980219573,-0.00492008708397319,0.0310594735462093,0.0462395064875926,-0.0058640073137471,0.00760285565732737,0.00189188019554299,-0.00444882584688592,0.0445964147710886
"99",-0.0332068554203899,0.0192093578162163,0.0443367776441577,-0.0721580627061863,-0.0109526017440085,-0.0387176487604217,-7.98131123276731e-05,0.0202564408270267,0.00273452554862238,0.0198918921080054,0.00617366881093714,0.0103558935571626,0.0127498687616948,0.00156250569726364,-0.0672117164649786
"100",-0.026812513374417,0.0040275559263678,0.0515762738338857,-0.0814063161445397,-0.00392973405988589,-0.0251602565379521,-0.0251216346592265,-0.0119096798224902,-0.0110870396837931,0.0502933074971645,-0.0307845316405025,0.0301099456012986,-0.00100068033810751,-0.0448579903222565,0.04085982916044
"101",-0.025922143841817,-0.0130760719189464,0.0379684386358432,-0.0970871710286775,-0.00436800699914893,0.0138350587419547,0.000629258783216825,0.0117112007308513,-0.0142345798365659,0.0501036062449873,-0.00566275575533646,0.00116816225007194,0.0115203093171317,-0.0424436036236359,0.0481117948002587
