"","Grid_lat","Grid_long","1","2","3","4","5","6","7","8","9","10","11","12","13"
"89",6.75,114.25,399.554775087879,411.830097214083,402.219149449257,413.589429178412,406.94458948471,401.398362079205,389.325081279181,399.34980908469,412.383707850165,400.396615543659,423.186798035049,425.563270465654,411.144539610612
"90",6.75,114.75,402.947006255329,414.491962818551,408.453076244102,405.732658505706,402.619927474455,407.295674725161,394.874851156208,402.748564526767,414.793967111648,412.055752173611,425.369807230321,413.388159981489,416.112033413049
"91",6.75,115.25,398.655842892361,417.23453433303,411.082791067285,399.269981966048,400.097804886362,413.27234164118,396.143282999175,404.254383099094,415.348233583207,422.54521393922,425.72856990731,406.554190245457,423.260730793624
"92",6.75,115.75,403.611500992715,418.320270235051,412.493242281947,402.881142641388,404.943399081214,418.572770324213,403.332778936883,410.245047604181,413.426420004375,425.85289925767,423.269491340793,411.947784968966,427.725414809356
"93",6.75,116.25,401.719213617237,422.610486054783,420.834719253587,436.366811290288,421.424065854121,421.002370457014,406.579091130791,413.488360426417,423.386935639037,430.174187376168,424.878023346542,424.962137133375,429.592962945441
"94",6.75,116.75,368.644528858468,418.0394938119,409.446074992601,478.446594681746,436.313254834069,405.516119100013,382.859491128216,393.446019008868,424.430047809024,421.447216618296,410.624842431563,432.014303048808,426.181725253912
"95",6.75,117.25,378.865129510263,441.084649408672,418.095628277276,467.870902932366,451.524805867853,417.371442331237,388.525020748394,402.357941473668,440.165937340573,432.429122095595,419.598593602374,433.116465169511,435.648627920441
"96",6.75,117.75,403.802303680638,438.033578799662,420.74856189053,435.488178963811,430.954597769796,429.433424285693,411.463796385331,419.139495708825,427.470516428956,433.930774547263,420.672735973218,431.784453849953,436.801558852584
"97",6.75,118.25,387.932322118294,420.51229745311,412.245494161853,414.930848873322,411.953217961695,419.221946491865,393.365081679249,408.830633832688,415.41761192309,427.020299325376,430.95684168406,420.693014618077,432.505912473629
"98",6.75,118.75,376.103531774687,423.207205938792,400.080793888391,396.20975552237,402.04005095526,416.899179136806,382.780409861681,401.869429678656,402.527310251315,425.874467656454,418.743745674014,412.815752780645,435.409245240624
"99",6.75,119.25,387.981275455218,428.338894614741,389.313586540749,394.523063178818,409.054855771862,407.442322520864,380.439620994036,396.590397338437,400.955353801626,414.736593967827,411.398196177283,392.437701645699,431.275314704538
"100",6.75,119.75,394.113085461456,420.817494813801,385.363081802429,380.802231626431,399.42148313205,406.027087242658,382.75505165608,395.10835780016,393.196166072001,416.415397959756,409.085204084056,385.157507355009,434.960905410577
"101",6.75,120.25,397.973046689872,408.855683354781,380.712726824601,370.058283081674,395.134086908397,398.999395332164,377.131277551449,390.656705795278,393.665347393233,408.615711266896,423.780531508827,373.335255713817,432.279976271462
"102",6.75,120.75,397.708951337395,404.419556782879,386.267180670977,365.003902444234,386.728886447306,398.335316943656,378.365603510044,390.346819714089,396.594173976531,408.961423527987,428.704815454619,378.101529181703,427.809698966364
"103",6.75,121.25,381.074223419632,419.065681458911,362.267880768367,336.607171841104,380.259093397069,395.449286283011,358.246200301442,378.894231175324,382.150540715438,399.884775969688,407.932419177633,363.213153945783,427.469668941244
"104",6.75,121.75,374.579727108601,416.007181715899,360.745278177899,334.566127408533,370.729607804484,400.62484544126,359.030018700571,378.794909666294,371.495468660237,407.437426071352,392.652234160568,368.879349786927,429.210223512014
"105",7.25,109.25,375.432480688039,412.834509904177,377.574864957014,403.609901421182,424.955039052518,389.984837400438,375.642495252294,390.266383841789,394.881235651481,391.337139125715,410.558331170248,396.453873220222,426.200097372627
"106",7.25,109.75,374.88687571477,412.498665525516,382.941607870963,405.529029768845,416.545862272749,395.938530800205,378.874931096674,393.797635065653,392.669880434545,395.440665753527,406.206816650351,416.020225634745,423.692975340992
"107",7.25,110.25,362.621480080571,405.978133155091,387.535949835839,396.491815756754,401.315566576321,396.49499535314,374.006486909123,391.594973895314,391.531484509987,396.961593394059,411.29116875845,431.993133613181,420.569093056842
"108",7.25,110.75,346.504815442929,422.322427033234,384.853504529649,403.877541754994,409.099372098791,395.923241268265,362.399676948413,386.2076470065,397.109489015291,397.031181803648,405.177171110402,428.1087724937,419.549822788556
"109",7.25,111.25,348.479942223622,419.100477880489,388.060993816543,400.311250806369,395.286446222747,397.901387321123,360.169622237011,385.092171560298,395.728589670919,400.762013466354,407.31716731447,436.654987891136,417.046867953004
"110",7.25,111.75,365.418753363002,416.059172416213,394.930245352977,398.903240637843,396.274937014272,405.7204347281,378.456029800623,395.984615624311,395.933723385545,404.215123039815,405.552777925158,446.963340992621,418.254354968438
"111",7.25,112.25,368.928076658623,415.243501322678,395.081767841839,409.989552289001,400.213208094242,407.038902246428,376.51833428835,396.644959621863,398.679954795891,403.069457710895,409.389083794358,450.699244836862,416.179091488252
"112",7.25,112.75,366.434878361064,410.584857296416,397.840288543525,420.929273487469,401.011317281358,402.026980514697,377.006647517965,394.451522058801,399.43454429387,401.057236326974,408.22326934907,457.901362231066,413.914246025614
"113",7.25,113.25,364.386067348767,409.121857245567,395.018820259051,430.835389606525,407.718285543568,396.589754042384,369.677854091929,390.275449726508,403.945699204812,394.565511281683,414.872820802692,454.052182901935,410.402416760799
"114",7.25,113.75,375.531573185561,412.746162455512,394.405858066482,398.883780002739,400.579571167065,401.905221525849,378.39261398857,395.595639610569,401.76866153561,399.076988806531,417.579601839966,436.001531169294,416.030890038346
"115",7.25,114.25,386.163809766814,410.834414992515,398.694309438915,399.245530709825,398.520327801062,401.140519159466,383.108328394822,396.612233633591,406.628418081334,399.247746006497,421.966532807546,432.656858475816,412.782637916869
"116",7.25,114.75,378.673670082349,412.62087478209,405.188534719547,395.709201045708,395.549214924096,401.42349985998,385.557765830572,396.094407325467,410.366196876736,405.295691501069,420.958838482579,429.472277897172,413.762913639155
"117",7.25,115.25,391.813621099308,417.982613085705,411.73619091188,403.376559972888,402.343534384299,409.9353051915,396.031571326077,403.622334879909,414.883019027671,417.039048517839,421.284354748941,417.90161983486,419.417157308966
"118",7.25,115.75,393.303441862098,414.776437522388,410.510914228329,405.533730361132,394.174912916229,408.473456387722,386.200822228603,398.058903381711,416.05134777821,420.171976562751,429.334821597701,411.18277377664,419.017355805255
"119",7.25,116.25,410.998571776958,415.232726159025,408.376068825822,399.920866953118,391.336994414478,407.34724451537,391.731834145983,399.101943738667,415.707893110855,416.115505379414,427.352258362694,408.482835481509,415.996557742301
"120",7.25,116.75,398.039153983398,428.341845059872,416.447391260573,428.364302346675,419.576299756149,416.333209687973,398.387904681384,407.678138695397,425.221911886227,426.632781267944,425.687101075908,413.154519577207,427.431051386673
"121",7.25,117.25,389.001529250016,445.621668947869,418.893352768822,444.344666319027,437.858118621637,426.493234492522,408.825490054487,413.724017437951,427.13321063442,438.404573042035,405.619391170403,426.315305313888,441.709144872222
"122",7.25,117.75,416.534444369842,432.491072151049,413.146638999932,410.610403030915,415.304057562975,422.795672996403,407.813376686333,415.306948675821,421.67200024205,421.115294891874,423.671063867453,426.083941106247,426.502155303985
"123",7.25,118.25,393.214958954628,427.139740990463,411.755188862641,412.325167790342,414.444406726503,422.773030219271,401.10170877368,413.443338016852,413.110219107464,425.045233707222,419.824343905775,429.243188055593,431.091304397702
"124",7.25,118.75,389.89236823754,423.017957523697,401.956881485607,406.821278661842,402.66187416358,419.995027456241,390.094941408289,406.387351682085,402.082953266973,423.000928985715,412.66697328628,428.112009778395,429.577757556758
"125",7.25,119.25,400.048349534112,426.458357251604,392.424298711805,399.18656592885,405.803572770005,410.489802684552,384.443616277702,399.104461837209,403.971299550706,414.088895516969,412.583841860622,399.409987702034,425.311621174581
"126",7.25,119.75,398.074712215502,415.550606277987,387.286532542105,384.713901373653,394.443342073169,402.436019655356,378.561798773875,392.725024269204,397.105931627923,410.688375121182,417.517228196488,390.421544369082,426.33445675713
"127",7.25,120.25,402.702136783419,399.717352191085,378.73891714357,371.03528644319,385.442260429612,391.443765524807,368.838093962776,385.198695993768,395.30832343027,395.128939659738,432.808572213577,386.29051232674,418.581726131872
"128",7.25,120.75,401.108005231771,406.729953570785,376.967019525404,360.07684863963,379.774365674775,395.116793673539,372.016388746744,386.770774784612,389.126662180695,397.143589425175,419.187875596357,391.304186906022,419.229296845659
"129",7.25,121.25,401.160017227058,406.644910260845,388.479109392843,359.882872457654,375.571999903311,401.163263394033,380.117632883174,391.00269606974,394.579131627331,408.937338961243,421.051347247166,389.698114305884,420.816393502516
"130",7.25,121.75,394.265745148183,405.040370785164,385.557991674234,382.092737339768,396.636515651224,404.139182026912,380.34594106177,394.901796670819,392.735478956073,412.362613989626,422.417245637406,388.022491304706,431.970142333833
"131",7.75,109.25,375.776060673262,413.634461474301,379.779322304198,421.562494157318,424.980076992558,391.052139167776,366.305470498066,387.157882163759,401.181787625683,393.209266090946,416.906231671165,396.116274305905,420.127887979457
"132",7.75,109.75,374.527903513834,416.114347054086,376.000224050687,416.959315439501,421.10881805777,395.209544327387,372.65602615808,391.242638024874,387.930789492294,393.706431890097,398.937968996684,417.026166274965,424.655307941615
"133",7.75,110.25,361.858229196287,407.121551156217,380.227832454897,434.487948939924,422.77545445819,393.344147326416,364.13419494375,388.811931287832,393.04525219098,391.291715832022,411.601710306706,433.810618941348,420.955127311346
"134",7.75,110.75,357.822472470275,416.060978419407,387.167252758838,411.843213432838,414.585455219793,394.900003819908,371.683128731737,390.415389792929,397.781138282103,393.602296835654,406.339911164748,433.630005186083,418.340048351665
"135",7.75,111.25,347.58993840733,408.396752590478,384.331667887624,397.67945146038,394.759068402717,394.145685226278,359.430099298102,384.395657265545,390.898493457006,394.792785686714,411.263770129958,439.278826668948,416.735796471638
"136",7.75,111.75,357.992120927114,405.310706713941,388.601645294336,409.637421998447,391.904036385139,394.247591936658,360.951175528866,384.762802797631,394.517596504654,395.11847878031,414.475167857506,446.754425784981,412.006331652487
"137",7.75,112.25,342.070261330555,417.803397771312,393.730932059422,419.441823849767,393.146971394973,401.677940445078,357.104729157664,385.018803143646,399.58271297774,402.26344561895,406.767896125249,464.226821229765,412.193019339283
"138",7.75,112.75,342.562439250902,417.989220196298,394.359805362282,412.688098516647,400.699414798981,399.89863049536,364.422623846039,387.996774988146,401.148920326853,399.38889621187,407.165628653651,457.340911480303,414.204713373432
"139",7.75,113.25,352.655610761283,418.649212240336,386.818262247113,417.283411017705,394.431418798836,396.828798415582,357.88460490558,383.282002727926,396.387378333044,392.710735921316,400.4928183142,462.437769896987,407.420411046433
"140",7.75,113.75,359.812836200808,414.955234817895,388.595600832511,409.874104790358,396.783859994023,395.939755133266,362.899217865385,386.25460903307,398.885090566449,392.028515411823,410.338661423432,452.772212222582,409.802764957238
"141",7.75,114.25,355.855139424353,416.980265827197,393.590034951401,406.857921013388,402.473867533636,402.184462498781,366.028916449305,391.342017130566,401.341240026554,405.030787216876,420.866679716631,439.145484304517,423.593404131473
"142",7.75,114.75,355.21404412489,416.335043285351,398.21541542138,397.593518026129,396.469991899842,401.036612527985,372.182621745214,391.066395376793,402.67054288347,406.904619478854,415.226814926707,434.893536028681,420.181580868651
"143",7.75,115.25,362.94226798205,414.605144844176,403.559086674361,391.469350226562,392.374030564492,401.116612409762,378.306750660535,392.485890458874,407.524334503755,408.400164904307,418.884900422242,430.117330786727,417.43765683101
"144",7.75,115.75,379.008960434061,405.429929067702,408.368387331546,402.940541788572,391.908357608836,406.041074486368,382.867627326133,396.797312092474,408.473624019678,418.510115645841,429.797936797626,419.141666056393,421.903261908365
"145",7.75,116.25,387.626513006703,407.632293667821,405.305243661413,395.159478056321,382.484547684187,404.172253426018,377.144227722761,391.812729968794,409.64449202291,418.544542133371,431.534230607166,407.519377902377,418.530014076133
