"","Grid_lat","Grid_lon","2000","2001","2004","2005","2006","2007","2008","2009","2012","2014","2015","2016","2017"
"68",6.25,121.75,349.33,402.19,299.74,299.66,329.04,345.7,275.66,312.56,342.8,374.37,383.89,286.7,415.94
"69",6.75,109.25,379.84,411.95,383.44,409.8,423.84,395.61,380.84,395.07,396.19,396.91,412.32,405.61,427.36
"70",6.75,109.75,383.06,403.32,389.55,420.96,415.34,396.41,378.65,394.61,398.09,399.52,419.78,416.62,422.27
"71",6.75,110.25,378.24,416.73,386.68,418.92,422.7,394.35,380.08,393.99,400.65,390.81,406.45,424.87,417
"72",6.75,110.75,364.91,418.36,391.72,423.31,417.38,399.33,375.41,394.09,400.58,399.12,407.48,436.88,419.9
"73",6.75,111.25,353.6,414.42,395.31,417.85,406.44,403.31,369.48,392.9,399.04,407.68,413.98,440.99,423.55
"74",6.75,111.75,371.26,417.48,397.69,403.31,397.58,406.49,381.12,397.24,398.43,407.07,406.66,442.96,418.66
"75",6.75,112.25,381.02,418.22,398.69,393.67,400.38,407.89,388.06,401.25,402.54,404.02,411.64,438.02,417.58
"76",6.75,112.75,375.8,414.62,401.74,404.94,399.24,406.41,384.58,399.17,404.13,405,413.81,445.67,415.68
"77",6.75,113.25,378.79,411.77,403.37,404.15,399.2,400.04,386.12,396.26,408.75,400,415.96,440.95,410.69
"78",6.75,113.75,394.21,415.14,402.92,401.36,397.75,402.2,390.57,398.57,409.54,400.25,414.7,435.2,408.95
"79",6.75,114.25,399.55,411.83,402.22,413.59,406.94,401.4,389.33,399.35,412.38,400.4,423.19,425.56,411.14
"80",6.75,114.75,402.95,414.49,408.45,405.73,402.62,407.3,394.87,402.75,414.79,412.06,425.37,413.39,416.11
"81",6.75,115.25,398.66,417.23,411.08,399.27,400.1,413.27,396.14,404.25,415.35,422.55,425.73,406.55,423.26
"82",6.75,115.75,403.61,418.32,412.49,402.88,404.94,418.57,403.33,410.25,413.43,425.85,423.27,411.95,427.73
"83",6.75,116.25,401.72,422.61,420.83,436.37,421.42,421,406.58,413.49,423.39,430.17,424.88,424.96,429.59
"84",6.75,116.75,368.64,418.04,409.45,478.45,436.31,405.52,382.86,393.45,424.43,421.45,410.62,432.01,426.18
"85",6.75,117.25,378.87,441.08,418.1,467.87,451.52,417.37,388.53,402.36,440.17,432.43,419.6,433.12,435.65
"86",6.75,117.75,403.8,438.03,420.75,435.49,430.95,429.43,411.46,419.14,427.47,433.93,420.67,431.78,436.8
"87",6.75,118.25,387.93,420.51,412.25,414.93,411.95,419.22,393.37,408.83,415.42,427.02,430.96,420.69,432.51
"88",6.75,118.75,376.1,423.21,400.08,396.21,402.04,416.9,382.78,401.87,402.53,425.87,418.74,412.82,435.41
"89",6.75,119.25,387.98,428.34,389.31,394.52,409.05,407.44,380.44,396.59,400.96,414.74,411.4,392.44,431.28
"90",6.75,119.75,394.11,420.82,385.36,380.8,399.42,406.03,382.76,395.11,393.2,416.42,409.09,385.16,434.96
"91",6.75,120.25,397.97,408.86,380.71,370.06,395.13,399,377.13,390.66,393.67,408.62,423.78,373.34,432.28
"92",6.75,120.75,397.71,404.42,386.27,365,386.73,398.34,378.37,390.35,396.59,408.96,428.7,378.1,427.81
"93",6.75,121.25,381.07,419.07,362.27,336.61,380.26,395.45,358.25,378.89,382.15,399.88,407.93,363.21,427.47
"94",6.75,121.75,374.58,416.01,360.75,334.57,370.73,400.62,359.03,378.79,371.5,407.44,392.65,368.88,429.21
"95",7.25,109.25,375.43,412.83,377.57,403.61,424.96,389.98,375.64,390.27,394.88,391.34,410.56,396.45,426.2
"96",7.25,109.75,374.89,412.5,382.94,405.53,416.55,395.94,378.87,393.8,392.67,395.44,406.21,416.02,423.69
"97",7.25,110.25,362.62,405.98,387.54,396.49,401.32,396.49,374.01,391.59,391.53,396.96,411.29,431.99,420.57
"98",7.25,110.75,346.5,422.32,384.85,403.88,409.1,395.92,362.4,386.21,397.11,397.03,405.18,428.11,419.55
"99",7.25,111.25,348.48,419.1,388.06,400.31,395.29,397.9,360.17,385.09,395.73,400.76,407.32,436.65,417.05
"100",7.25,111.75,365.42,416.06,394.93,398.9,396.27,405.72,378.46,395.98,395.93,404.22,405.55,446.96,418.25
"101",7.25,112.25,368.93,415.24,395.08,409.99,400.21,407.04,376.52,396.64,398.68,403.07,409.39,450.7,416.18
"102",7.25,112.75,366.43,410.58,397.84,420.93,401.01,402.03,377.01,394.45,399.43,401.06,408.22,457.9,413.91
"103",7.25,113.25,364.39,409.12,395.02,430.84,407.72,396.59,369.68,390.28,403.95,394.57,414.87,454.05,410.4
"104",7.25,113.75,375.53,412.75,394.41,398.88,400.58,401.91,378.39,395.6,401.77,399.08,417.58,436,416.03
"105",7.25,114.25,386.16,410.83,398.69,399.25,398.52,401.14,383.11,396.61,406.63,399.25,421.97,432.66,412.78
"106",7.25,114.75,378.67,412.62,405.19,395.71,395.55,401.42,385.56,396.09,410.37,405.3,420.96,429.47,413.76
"107",7.25,115.25,391.81,417.98,411.74,403.38,402.34,409.94,396.03,403.62,414.88,417.04,421.28,417.9,419.42
"108",7.25,115.75,393.3,414.78,410.51,405.53,394.17,408.47,386.2,398.06,416.05,420.17,429.33,411.18,419.02
"109",7.25,116.25,411,415.23,408.38,399.92,391.34,407.35,391.73,399.1,415.71,416.12,427.35,408.48,416
"110",7.25,116.75,398.04,428.34,416.45,428.36,419.58,416.33,398.39,407.68,425.22,426.63,425.69,413.15,427.43
"111",7.25,117.25,389,445.62,418.89,444.34,437.86,426.49,408.83,413.72,427.13,438.4,405.62,426.32,441.71
"112",7.25,117.75,416.53,432.49,413.15,410.61,415.3,422.8,407.81,415.31,421.67,421.12,423.67,426.08,426.5
"113",7.25,118.25,393.21,427.14,411.76,412.33,414.44,422.77,401.1,413.44,413.11,425.05,419.82,429.24,431.09
"114",7.25,118.75,389.89,423.02,401.96,406.82,402.66,420,390.09,406.39,402.08,423,412.67,428.11,429.58
"115",7.25,119.25,400.05,426.46,392.42,399.19,405.8,410.49,384.44,399.1,403.97,414.09,412.58,399.41,425.31
"116",7.25,119.75,398.07,415.55,387.29,384.71,394.44,402.44,378.56,392.73,397.11,410.69,417.52,390.42,426.33
"117",7.25,120.25,402.7,399.72,378.74,371.04,385.44,391.44,368.84,385.2,395.31,395.13,432.81,386.29,418.58
"118",7.25,120.75,401.11,406.73,376.97,360.08,379.77,395.12,372.02,386.77,389.13,397.14,419.19,391.3,419.23
"119",7.25,121.25,401.16,406.64,388.48,359.88,375.57,401.16,380.12,391,394.58,408.94,421.05,389.7,420.82
"120",7.25,121.75,394.27,405.04,385.56,382.09,396.64,404.14,380.35,394.9,392.74,412.36,422.42,388.02,431.97
"121",7.75,109.25,375.78,413.63,379.78,421.56,424.98,391.05,366.31,387.16,401.18,393.21,416.91,396.12,420.13
"122",7.75,109.75,374.53,416.11,376,416.96,421.11,395.21,372.66,391.24,387.93,393.71,398.94,417.03,424.66
"123",7.75,110.25,361.86,407.12,380.23,434.49,422.78,393.34,364.13,388.81,393.05,391.29,411.6,433.81,420.96
"124",7.75,110.75,357.82,416.06,387.17,411.84,414.59,394.9,371.68,390.42,397.78,393.6,406.34,433.63,418.34
"125",7.75,111.25,347.59,408.4,384.33,397.68,394.76,394.15,359.43,384.4,390.9,394.79,411.26,439.28,416.74
"126",7.75,111.75,357.99,405.31,388.6,409.64,391.9,394.25,360.95,384.76,394.52,395.12,414.48,446.75,412.01
"127",7.75,112.25,342.07,417.8,393.73,419.44,393.15,401.68,357.1,385.02,399.58,402.26,406.77,464.23,412.19
"128",7.75,112.75,342.56,417.99,394.36,412.69,400.7,399.9,364.42,388,401.15,399.39,407.17,457.34,414.2
"129",7.75,113.25,352.66,418.65,386.82,417.28,394.43,396.83,357.88,383.28,396.39,392.71,400.49,462.44,407.42
"130",7.75,113.75,359.81,414.96,388.6,409.87,396.78,395.94,362.9,386.25,398.89,392.03,410.34,452.77,409.8
"131",7.75,114.25,355.86,416.98,393.59,406.86,402.47,402.18,366.03,391.34,401.34,405.03,420.87,439.15,423.59
"132",7.75,114.75,355.21,416.34,398.22,397.59,396.47,401.04,372.18,391.07,402.67,406.9,415.23,434.89,420.18
"133",7.75,115.25,362.94,414.61,403.56,391.47,392.37,401.12,378.31,392.49,407.52,408.4,418.88,430.12,417.44
"134",7.75,115.75,379.01,405.43,408.37,402.94,391.91,406.04,382.87,396.8,408.47,418.51,429.8,419.14,421.9
"135",7.75,116.25,387.63,407.63,405.31,395.16,382.48,404.17,377.14,391.81,409.64,418.54,431.53,407.52,418.53
"136",7.75,116.75,386.1,423.17,405.76,378.97,385.53,406.71,384.85,394.65,411.7,419.24,420.26,405.95,421.58
"137",7.75,117.25,409.47,435.51,410.25,409.93,422.9,418.33,407.84,412.31,419.78,423.93,416.51,404.05,431.94
"138",7.75,117.75,413.18,432.21,403.22,392.18,402.06,417.69,401.02,406.7,412.49,417.79,409.67,414.17,422.71
"139",7.75,118.25,407.21,428.99,394.9,397.55,411.79,414,393.88,405.28,406.03,414.19,413.4,405.02,428.82
"140",7.75,118.75,405.49,424.03,396.94,384.13,391.02,415.83,389.66,402.21,402.88,417.13,413.51,411.89,423.2
"141",7.75,119.25,413.72,422.03,396.57,390.99,398.26,409.41,392.45,401.31,408.54,406.28,415.21,411.43,414.79
"142",7.75,119.75,404.66,414.99,386.22,392.65,398.26,398.28,376.57,391.15,403.6,398.5,421.12,399.55,415.04
"143",7.75,120.25,413.31,411.71,377.92,382.8,396.35,392.38,375.18,387.44,398.81,392.52,419.85,386.12,415.24
"144",7.75,120.75,405.41,413.84,380.87,368.89,390.86,396.63,376.82,389.22,398.56,397.49,419.37,385.69,417.37
"145",7.75,121.25,393.71,404.04,390.17,370.5,388.57,399.7,380.4,392.5,398.01,409.2,428.28,386.41,425.88
"146",7.75,121.75,386.35,398.27,392.93,387.25,385.7,401.17,372.03,390.33,397.88,414.65,434.87,395.15,426.88
"147",8.25,109.25,361.15,415.48,381.93,427.14,416.2,394.54,362.23,385.14,394.02,403.17,405.81,410.56,425.01
