"","Grid_lat","Grid_long","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"394",12.75,110.75,389.66,405.76,410.39,415.61,400.66,405.32,403.59,413.69,409.41,406.82,422.21,400.39,406.54,413.2,410.47
"395",12.75,111.25,385.01,402.58,409.97,412.56,400.52,406.67,409.77,417.19,409.66,403.18,422.28,403.05,403.98,409.02,411.26
"396",12.75,111.75,386.99,403.91,408.44,410.63,399.64,406.53,408.97,421.07,411.95,401.11,422.23,401.88,403.78,412.9,411.32
"397",12.75,112.25,385.03,404.43,407.93,412.54,402.75,407.58,408.96,417.68,412.57,406.42,423.9,397.73,400.66,417.91,405.28
"398",12.75,112.75,386.92,403.44,407.06,414.08,405.3,407.03,408.57,416.69,412.5,408.67,422.76,400.84,404.98,424.12,410.12
"399",12.75,113.25,383.46,410.08,407.24,416.19,408.74,407.46,404.45,421.72,411.07,407.68,422.44,407.1,406.09,422.25,411.31
"400",12.75,113.75,383.18,411.6,407.47,416.51,408.91,406.94,404.44,420.72,413.57,405.8,422.09,412.8,408.01,423.72,402.36
"401",12.75,114.25,383.84,408.59,407.34,411.19,408.02,418.9,405.42,422.77,417.43,407.13,423.23,413.14,406.31,424.1,400.63
"402",12.75,114.75,384.32,413.9,408.77,414.61,407.05,416.58,409.37,421.04,413.1,411.6,423.84,419.59,398.66,419.92,405.67
"403",12.75,115.25,391.96,418.08,410.31,415.45,400.39,414.74,411.93,421.63,415.15,417.13,423.07,417.15,399.95,420.59,415.31
"404",12.75,115.75,390.43,413.17,408.53,417.66,409.96,416.13,408.7,421.81,418.98,411.26,423.31,412.09,399.89,422.5,413.36
"405",12.75,116.25,395.55,412.73,413.14,413.43,414.28,417.74,406.33,421.58,416.44,412.62,423.9,411.44,400.01,422.33,414.71
"406",12.75,116.75,397.25,409.07,415.09,413.94,412.78,417.5,419.73,420.68,418.3,409.85,423.52,412.46,411.67,413.29,412.04
"407",12.75,117.25,394.01,412.3,417.89,416.85,408.06,421.07,418.41,422.94,420.58,411.14,422.87,418.1,411.47,413.2,412.32
"408",12.75,117.75,396.37,413.33,419.36,418.44,404.71,421.35,425.07,423.96,423.42,408.34,421.6,421.25,413.41,419.58,414.48
"409",12.75,118.25,401.96,410.45,420.16,418.11,406.5,422.19,421.17,424.21,424.45,409.74,422.3,419.97,416.24,420.34,415.01
"410",12.75,118.75,402.62,412.34,420.61,419.06,417.93,420.57,421.84,424.39,422.16,416.15,423.11,418.1,421.89,423.33,416.66
"411",12.75,119.25,401.96,410.28,418.84,420.6,417.81,423.89,422.85,422.54,421.65,420.41,422.75,420.7,419.32,423.79,416.66
"412",12.75,119.75,405.36,412.45,419.21,420.36,412.62,421.55,422.45,424.31,423.09,420.08,425.54,420.17,421.43,423.77,412.65
"413",12.75,120.25,408.65,414.37,420.19,421.8,414.08,421.89,425.74,426.47,425.09,424.46,424.83,421.37,423.25,425.19,418.53
"414",12.75,120.75,425.26,424.12,426.81,430.27,428.4,428.5,427.7,431.26,428.42,432.72,427.03,427.21,432.27,431.16,419.28
"415",12.75,121.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",12.75,121.75,417.59,419.79,415.46,426.66,419.51,420.9,417.35,423.42,420.72,424.83,423.98,416.62,423.43,426.03,424.04
"417",13.25,109.25,410.47,414.28,417.25,423.68,400.68,408.75,410.63,394.28,409.93,419.36,430.02,408.24,416.65,425.54,412.99
"418",13.25,109.75,404.09,416.48,415.52,419.87,409.78,414.24,412.43,407.02,410.82,417.28,425.72,409.27,411.79,418.19,417.07
"419",13.25,110.25,399.84,408.89,414.11,417.05,406.76,413.45,411.82,409.74,409.47,413.29,424.14,409.59,411.55,415.58,415.87
"420",13.25,110.75,391.8,407.79,412.37,415.75,400.61,410.31,408.71,411.48,407.15,411.27,422.27,404.99,410.65,416.01,412.84
"421",13.25,111.25,388.73,405.23,412.76,415.73,400.76,409.7,408.29,410.79,408.91,405.49,421.06,401.87,409.97,414.92,410.38
"422",13.25,111.75,378.85,404.5,410.13,413.68,399.66,406.97,408.38,419.07,406.37,402.32,421.47,402.5,406.83,411.91,411.33
"423",13.25,112.25,379.51,409.92,407.08,418.97,398.97,407.93,409.25,417.99,407.19,403.74,423,404.29,401.7,418.98,410.86
"424",13.25,112.75,379.12,404.47,405.77,417.36,400.1,405.94,408.61,416.11,409.54,407.59,423.46,401.26,400.41,419.56,412.02
"425",13.25,113.25,381.37,408.39,406.16,414.55,406.86,406.86,399.09,422.56,409.15,408.94,422.49,406.72,407.27,415.69,415.52
"426",13.25,113.75,389.62,409.02,405.8,417.4,408.24,411.3,403.82,422.5,413.2,407.44,422.46,404.11,412.9,420.19,410.27
"427",13.25,114.25,386.7,408.79,408.64,415.3,406.02,419.36,404.88,422.98,414.79,410.53,423.1,409.92,406.22,423.79,407.02
"428",13.25,114.75,388.68,411.48,409.4,413.52,406.01,411.46,406.59,423.32,413.1,412.31,422.5,422.29,403.99,423.36,402.52
"429",13.25,115.25,392.17,415.46,409.56,414.12,404.53,416.59,407.74,423.01,413.88,411.15,424.04,419.13,406.14,422.96,409.74
"430",13.25,115.75,394.08,413.81,408.3,421.38,412.69,417.95,407.35,422.11,418.63,413.45,424.21,416.17,399.94,421.83,413.92
"431",13.25,116.25,397.1,416.44,411.14,419.57,413.67,420.28,409.63,419.74,416.68,412.85,423.04,416.58,403.72,421.6,413.64
"432",13.25,116.75,392.05,410.34,413.28,414.41,410.51,417.79,414.55,419.35,416.57,411.22,421.71,417.26,407.82,409.72,412.55
"433",13.25,117.25,397.13,408.79,414.18,417.66,410.7,419.53,415.31,422.82,419.85,408.19,422.43,415.81,407.85,418.59,413.6
"434",13.25,117.75,399.89,411.99,415.79,418.18,411.38,420.98,424.53,424.23,420.49,410.56,422.66,419.7,410.01,422.53,416.04
"435",13.25,118.25,406.88,407.51,417.97,418.15,414.69,422.15,423.94,424.45,423.44,410.16,424.1,419.36,414.99,422.23,419.59
"436",13.25,118.75,406.39,410.1,420.28,419.43,415.78,419.8,425.88,424.84,421.09,414.68,424.92,419.23,419.92,425.93,418.75
"437",13.25,119.25,407,410.82,421.79,417.26,418.54,422.29,420.1,425.44,421.39,421.79,424.42,420.19,418.41,427.75,417.93
"438",13.25,119.75,405.53,410.72,422.77,419.38,418.86,421.09,418.27,425.57,421.13,421.35,423.87,418.7,418.59,425.84,415.63
"439",13.25,120.25,412.45,415.22,420.61,421.75,419.57,421.75,423.25,425.91,423.46,430.24,425.46,424.74,426.83,426.78,418.84
"440",13.25,120.75,419.87,419.89,429.02,428.51,437.49,427.89,426.56,430.13,429,435.95,426.7,428.7,433.09,429.95,425.54
"441",13.25,121.25,412.2,417.62,419.16,422.83,417.18,422.85,420.25,427.42,423.25,422.65,425.09,421.31,421.73,426.64,423.43
"442",13.25,121.75,416.32,420.02,410.96,424.08,421.67,422.13,421.67,424.48,422.04,425.77,423.57,420.43,425.55,424.53,422.89
"443",13.75,109.25,413.42,413.93,419.68,422.37,415.61,414.75,411.73,410.19,415.48,425.66,428.56,415.56,421.84,426.24,417.07
"444",13.75,109.75,402.26,416.29,418.48,419.96,411.28,417.65,418.64,408.2,413.61,420.36,424.51,415.76,418.85,419.19,419.9
"445",13.75,110.25,398.62,415.43,415.46,418,408.78,414.65,412.42,410.22,411.73,415.56,423.49,415.15,417.16,415.14,417.31
"446",13.75,110.75,395.46,412.64,413.48,416.87,404.03,416.19,410.81,412.57,408.92,411.78,422.31,411.51,414.99,416.21,415.04
"447",13.75,111.25,390.44,409.21,413.89,417.79,403.08,414.81,409.38,414.26,407.63,409.67,421.25,408.41,414.23,416.54,413.65
"448",13.75,111.75,387.57,407.09,412.05,418.18,401.69,409.31,406.62,419,406.72,404.85,422.39,404.43,409.47,415.06,414.99
"449",13.75,112.25,388.35,404.53,409.4,416.53,402.76,410.32,409.03,416.28,408.13,404.56,424.24,405.19,411.4,417.76,413.26
"450",13.75,112.75,386.07,404.48,407.79,418.54,405.66,407.6,404.47,416.02,408.64,405.15,422.01,401.36,401,420.97,413.51
"451",13.75,113.25,390.93,408.49,406.79,417.88,407.52,410.42,400.89,422.94,408.51,408.92,422.83,407.23,393.33,421.28,413.23
"452",13.75,113.75,390.96,411.85,407.03,417.82,408.15,408.7,404.61,422.87,409.99,412.04,422.69,405.25,409.72,423.39,409.27
"453",13.75,114.25,388.86,414.79,408,416.69,406.03,411.49,405.35,422.46,416.01,413.37,422.98,408.99,401.17,424.13,407.8
"454",13.75,114.75,392.38,413.21,409.29,414.68,409.57,416.52,404.17,422.52,416.47,412.96,422.49,415.52,408.52,422.97,414.07
"455",13.75,115.25,393.91,415.76,409.45,417.48,408.11,413.92,403.47,422.64,413.74,405.74,423.35,417.74,407.46,421.94,410.69
"456",13.75,115.75,397.74,411.5,408.43,421.95,408.63,418.84,405.54,422.55,416.27,409.72,423.88,414.63,402.91,422.23,412.01
"457",13.75,116.25,399.67,403.28,411.68,421.91,413.51,418.51,408.07,421.11,416.36,410.76,423.68,412.08,399.66,421.88,415.91
"458",13.75,116.75,400.74,403.5,412.32,420.85,409.09,420.54,418.02,422,416.41,414.43,421.62,418.17,404.74,415.32,413.8
"459",13.75,117.25,396.72,409.48,412.8,421.48,409.4,420.66,414.72,423.89,417.73,410.92,422.4,420.67,419.88,419.39,414.59
"460",13.75,117.75,404.46,420.02,417.23,420.59,407.67,422.1,423.32,423.97,421.58,412.24,422.47,420.34,411.84,423.62,416
"461",13.75,118.25,412.19,411.73,414.2,419.93,413.4,423.75,424.94,423.62,421.61,417,423.95,422.69,412.67,423.46,418.52
"462",13.75,118.75,403.57,409.36,417.07,417.91,417.44,422.21,425.94,424.04,422.37,417.68,425.09,418.19,415.87,426.18,418.57
"463",13.75,119.25,411.74,413.66,418.44,417.98,418.84,419.12,421.99,425.15,422.61,421.85,425.38,420.07,417.33,425.21,417.64
"464",13.75,119.75,402.9,411.14,417.68,420.03,421.81,420.2,420.94,425.16,421.11,421.05,424.55,418.13,417.14,425.46,416.04
"465",13.75,120.25,399.44,415.09,419.55,421.34,424.05,423.4,420.66,424.52,421.04,418.29,425.13,418.6,417.16,426.43,418.79
"466",13.75,120.75,402.42,416.29,422.3,420.1,419.22,422.14,419.34,426.25,418.08,419.72,425.41,421.4,417.94,425.96,419.77
"467",13.75,121.25,407.76,409.84,418.92,420.56,411.79,422.28,415.19,424.7,418.34,421.27,425.14,422.77,419.66,423.31,422.39
"468",13.75,121.75,414.89,417.56,418.83,423.08,424.45,422.75,420.1,424.34,424.83,427.65,426.88,425.56,426.03,425.49,423.71
"469",14.25,109.25,411.6,416.2,419.04,417.94,412.61,415.01,412.05,405.7,416.57,425.47,427.46,413.43,420.51,421.2,410.43
"470",14.25,109.75,401.9,415.63,417.51,421.47,415.23,420.24,416.87,410.2,414.88,421.65,425.24,419.78,417.52,418.31,418.5
"471",14.25,110.25,398.55,413.26,414.02,420.66,413.14,416.7,414.25,408.26,410.37,417.77,422.15,417.68,418.09,414.7,420.43
"472",14.25,110.75,397.28,413.28,412.91,420.94,410.02,418.13,410.93,409.35,409.37,415.8,421.75,417.31,417.76,417.87,418.77
"473",14.25,111.25,392.73,408.61,412.42,421.09,407.17,417.07,410.26,416.06,408.61,412.94,421.76,414.67,415.49,417.54,415.89
"474",14.25,111.75,397.14,409.22,411.08,421.22,404.32,415.16,406.91,418.27,406.57,408.42,422.63,413.02,411.86,416.07,414.86
"475",14.25,112.25,396.39,406.19,409.33,418.38,404.62,412.27,407.12,418.09,407.32,407.35,423.04,413.3,412.31,418.94,414.16
"476",14.25,112.75,390.51,405.41,409.22,418.09,408.97,412.98,404.11,422.3,404.99,406.39,422.69,408.27,405.56,417.35,415.1
"477",14.25,113.25,398.36,408.71,406.44,417.38,410.21,411.43,401.31,419.02,407.59,408.99,422.75,406.67,394.42,416.38,413.4
"478",14.25,113.75,401.29,411.64,406,418.31,409.09,408.49,404.79,420.37,408.16,412.29,422.83,403.86,403.43,422.3,406.43
"479",14.25,114.25,389.17,420.59,408.46,417.86,406.19,415.85,406.08,422.85,413.95,410.64,423.08,413.97,403.81,425.54,409.52
"480",14.25,114.75,390.28,416.91,405.93,415.98,412.36,419.05,406.18,421.51,416.27,408.49,423.34,419.35,405.96,424.39,414.16
"481",14.25,115.25,400.59,418.25,409.83,420.11,414.06,414.06,406.42,420.88,418.64,408.88,424.09,419.86,408.8,423.57,418.03
"482",14.25,115.75,403.37,420.11,407.04,421.6,412.58,417.17,409.59,421.91,417.3,409.48,424.64,420.22,407.66,423.15,418.04
"483",14.25,116.25,403.28,418.04,408.48,420.76,409.93,418.11,414.64,422.48,419.31,413.85,424.17,416.53,406.14,423.81,419.04
"484",14.25,116.75,403.2,406.27,412.53,420.64,411.98,419.96,419.34,422.68,418.92,416.31,423.61,419.61,405.46,426,415.02
"485",14.25,117.25,399.56,410.45,413.14,419.19,413.25,419.98,418.81,422.48,420.32,414.47,423.94,420.45,416.42,423.66,416.39
"486",14.25,117.75,414.09,417.15,412.8,420.93,414.48,421.53,419.68,423.19,419.92,414.77,421.99,417.47,413.04,424.57,416.72
"487",14.25,118.25,415.62,415.04,417.83,419.35,411.26,422.46,423.72,423.38,420.15,419.83,423.74,417.04,412.05,424.16,416.69
"488",14.25,118.75,410.84,415.95,413.42,417.82,419.66,421.88,421.71,423.58,422.77,418.95,423.25,418.74,415.18,424.73,416.88
"489",14.25,119.25,408.18,411.58,413.17,417.94,418.72,420.59,419.85,423.44,421.56,419.4,423.23,415.51,414.68,424.59,417.72
"490",14.25,119.75,393.43,412.63,410.23,420.01,417.6,420.95,417.75,423.22,420.93,419.59,423.08,420.34,419.34,424.64,417.61
"491",14.25,120.25,377.88,416.52,401.22,414.11,386.7,419.83,412.03,423.68,409.93,393.75,423.14,405,419.18,423.82,420.06
"492",14.25,120.75,328.3,334.1,353.76,362.05,314.72,369.25,361.16,380.19,346.11,372.7,389.37,360.95,359.13,392.39,389.51
"493",14.25,121.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",14.25,121.75,388.57,420.75,419.78,423.92,422.03,428.88,422.5,423.9,427.14,430.65,426.01,423.41,424.25,427.88,420.03
"495",14.75,109.25,416.81,416.44,421.18,419.85,418.54,416.74,416.53,414.47,417.14,423.71,423.57,416.64,422.76,418.1,416.11
"496",14.75,109.75,405.4,416.55,417.53,421.95,417.44,421.33,415.95,414.15,415.49,422.89,423.95,421.15,419.62,419.31,419.17
"497",14.75,110.25,398.23,416.14,413.7,421.28,417.52,418.69,415.8,411.13,412.48,420.21,423.12,420.95,419.51,418.54,420.71
"498",14.75,110.75,398.35,412.63,413.87,421.84,412.92,418.57,414.73,411.76,412.61,418,422.05,421.91,419.47,419.75,420.67
"499",14.75,111.25,396.95,409.77,411.75,421.61,411.23,416.91,411.62,417.68,412.19,415.14,422.64,419.09,416.48,419.22,418.8
"500",14.75,111.75,397.01,407.99,411.59,421.7,408.4,417.89,407.33,420.6,411.16,411.7,424.15,418.94,414.83,414.84,417.97
"501",14.75,112.25,397.48,407.59,409.77,421.65,406.18,419.44,405.65,418.44,407.62,412.25,423.7,418.94,412.89,418.36,417.49
"502",14.75,112.75,391.53,408.12,410.65,419.4,404.82,415.78,403.03,419.37,405.19,410.43,423.5,414.66,408.82,418.05,416.13
"503",14.75,113.25,388.86,407.31,404.65,418.49,405.93,410.03,401.74,416.58,409.28,409.18,423.1,410.62,409.11,417.69,411.23
"504",14.75,113.75,394.23,408.31,407.84,418.04,410.02,412.98,403.98,419.32,411.01,411.45,422.43,409.49,410.63,419.3,411.04
"505",14.75,114.25,391.92,417.68,401.84,416.07,407.4,414.42,409.38,422.19,408.26,410.29,422.72,416.86,410.15,423.86,411.98
"506",14.75,114.75,398.58,417.24,400.43,415.27,407.26,418.51,410.5,422.46,412.43,410.62,422.85,414.36,409.37,423.08,412.37
"507",14.75,115.25,399.28,419.4,407.08,418.35,415.44,415.53,411.06,422.74,416.73,412.04,423.91,422.61,414.41,421.47,415.5
"508",14.75,115.75,395.9,419.12,412.11,418.53,416,416.32,413.46,423.07,418.73,415.32,424.56,420.81,414.07,417.79,415.55
"509",14.75,116.25,401.57,420.16,412.85,417.76,413.23,418.04,414.78,423.69,420.05,415.16,423.56,421.05,413.82,420.55,418.57
"510",14.75,116.75,399.13,411.62,411.8,419.47,410.19,417.79,418.62,423.28,419.25,416.57,423.61,422.37,413.83,422.95,420.31
"511",14.75,117.25,398.64,407.22,415.3,416.26,409.81,418.54,421.2,422.53,421.1,412.28,423.2,421.32,412.42,419.92,417.89
"512",14.75,117.75,403.16,416.48,418.4,420.25,412.89,422.44,415.81,422.2,421.72,415.44,422.55,419,413.68,424.34,415.6
"513",14.75,118.25,402.37,416.28,418.73,419.62,415.02,421.42,421,423.12,420.35,414.96,424.06,416.98,415.44,422.71,415.34
"514",14.75,118.75,420.04,418.33,418.51,417.76,417.83,422.1,422.7,422.9,419.99,418.72,423.58,418.75,419.96,420.03,415.34
"515",14.75,119.25,413.31,419.46,416.69,419.65,418.77,421.2,418.55,422.56,421.01,420.82,423.11,419.1,420.26,423.97,413.63
"516",14.75,119.75,399.77,416.68,411.58,419.79,417.71,420.67,415.84,422.18,421.03,420.02,421.87,420.82,418.5,423.67,417.79
"517",14.75,120.25,380.35,417.37,380.03,410.39,375.03,419.57,394.58,424.82,409.71,383.24,421.87,402.74,421.95,422.83,426.96
"518",14.75,120.75,417.52,348.14,364.53,380.33,301.41,329.22,330.36,350.07,339.86,375.17,372.21,342.58,357.69,388.96,399.92
"519",14.75,121.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",14.75,121.75,405.4,420.51,417.13,423.15,424.95,426.7,425.26,423.79,426.46,427.92,425.95,424.38,424.89,425.68,421.22
"521",15.25,109.25,418.08,419.18,421.86,420.6,424.47,420.82,421.94,420.29,416.27,423.08,427.57,421.93,423.48,423.35,420.63
"522",15.25,109.75,413.82,419.93,417.67,421.21,420.27,421.53,418.56,417.09,415.38,422.06,424.68,421.62,421.87,420.59,420.9
"523",15.25,110.25,407.88,418.76,414.92,421.02,416.92,419.6,415.89,413.73,413.68,421.73,423.64,420.83,419.97,419.88,420.86
"524",15.25,110.75,403.28,416.88,413.59,420.35,415.52,419.7,416.85,417,415.98,419.43,424.41,421.95,419.86,422.82,420.98
"525",15.25,111.25,396.56,412.45,409.88,420.88,415.51,418.3,413.53,418.99,416,418.06,423.35,421.55,418.75,421.15,421.04
"526",15.25,111.75,399.51,410.1,410.12,420.95,411.74,418.16,410.08,418.89,411.34,415.91,423.35,418.33,416.18,416.95,420.79
"527",15.25,112.25,399.47,409.79,411.02,421.89,408.56,420.04,407.54,418.31,411.78,414.22,423.73,417.44,413.12,416.14,420.26
"528",15.25,112.75,395.07,411.81,409.56,420.87,408.27,411.56,405.22,420.04,408.33,413.69,423.86,415.1,414.27,418.69,419.66
"529",15.25,113.25,393.4,414.85,409.24,420.23,410.67,409.48,404.39,420.33,411.73,414.65,424.21,414.79,417.86,420.75,416.12
"530",15.25,113.75,398.8,413.68,408.8,419.73,411.92,419.51,406.12,419.49,413.23,415.68,423.97,413.57,412.42,419.63,414.56
"531",15.25,114.25,395.76,412.44,403.42,417.13,407.06,417.4,409.77,416.27,414.33,412.33,422.61,413.52,413.41,422.67,415.8
"532",15.25,114.75,394.23,416.92,402.21,420.22,413.4,414.24,407.28,419.72,417.07,413.59,423.26,414.82,411.63,422.05,416.75
"533",15.25,115.25,394.28,418.29,402.79,420.44,413.42,413.09,414.5,422.53,419.35,415.77,423.21,416.13,415.71,418.82,414.47
"534",15.25,115.75,387.3,417.25,411.33,420.53,413.15,413.93,415.92,423.24,418.56,415.43,422.83,418.09,415.14,417.73,416.58
"535",15.25,116.25,391.44,419.37,412.24,417.08,413,418.11,421.55,422.5,421.13,416.54,422.08,422.27,414.46,418.93,419.11
"536",15.25,116.75,394.99,415.97,415.31,420.19,412.26,418.05,420.94,422.74,417.47,417.84,422.35,419.76,416.76,420.08,421.92
"537",15.25,117.25,395.54,413.09,417.95,415.62,411.23,417.34,422.46,422.69,418.89,415.63,423.07,419.47,420.91,416.16,420.21
"538",15.25,117.75,402.67,416.19,416.79,416.3,413.1,418.89,421.94,423.11,421.45,412.37,423.13,420.03,417.51,420.71,417.4
"539",15.25,118.25,398.55,414.97,413.16,419.77,415.94,420.4,424.68,423.27,419.56,413.6,424.64,418.73,414.03,423.31,418.17
"540",15.25,118.75,406.53,414.77,413.93,420.34,418.73,421.31,420.78,422.2,418.62,414.36,425.39,419.87,419.13,423.25,415.84
"541",15.25,119.25,403.46,417.42,414.95,421.93,415.86,421.11,418.8,421.95,420.87,419.76,424.7,420.26,420.94,423.5,414.13
"542",15.25,119.75,400.93,420.7,415.7,423.53,421.44,421.75,419.07,423.17,418.78,420.68,425.53,424.71,421.1,424.18,418.71
"543",15.25,120.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",15.25,120.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",15.25,121.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",15.25,121.75,408.61,420.12,414.62,420.2,420.08,424.04,423.78,423.56,424.01,426.62,425.57,423.07,419.53,425.37,424.05
"547",15.75,109.25,416.13,421.09,423.04,422.41,423.89,422.44,422.78,424.5,419.2,422.53,427.6,422.99,423.2,424.32,421.12
"548",15.75,109.75,418.42,420.44,417.37,422.55,420.88,421.97,419.33,420.8,417.3,422.55,426.69,422.31,422.34,422.65,420.93
"549",15.75,110.25,417.21,418.04,414.28,421.72,419.09,421.37,418.38,417.26,415.79,421.85,424.76,421.46,421.84,423.36,420.87
"550",15.75,110.75,411.13,417.21,412.83,422.19,418.4,422.19,419.61,416.77,416.99,419.45,424.51,422.36,421.96,423.95,420.89
"551",15.75,111.25,405.29,411.91,413.64,420.84,418.38,419.61,416.43,421.38,415.47,419.92,423.91,422.47,420.46,424.17,420.96
"552",15.75,111.75,399.13,410.78,413.02,421.41,414.63,417.68,410.93,421.7,415.21,418.37,423.47,419.49,418.28,420.93,420.78
"553",15.75,112.25,399.2,413.27,412.92,422.77,413.71,417.2,407.8,420.34,415.18,418.54,424.08,416.36,416.85,415.65,420.41
"554",15.75,112.75,398.87,415.08,411.36,422.15,412.73,417.54,406.43,422.03,414.61,417.64,425.48,416.37,414.16,418.29,419.71
"555",15.75,113.25,396.53,416.17,409.73,420.9,415.2,417.7,406.22,422.01,412.38,416.02,424.65,418.01,413.52,419.25,417.75
"556",15.75,113.75,390.58,413.66,403.44,420.49,414.41,420.87,406.42,420.93,408.87,415.16,424.19,416.42,414.96,424.65,417.11
"557",15.75,114.25,389,410.9,410.35,419.72,414.02,416.44,411.2,420.89,414.58,414.9,423.95,414.79,412.84,421.76,419.64
"558",15.75,114.75,393.43,419.16,406.59,422.59,413.72,416.81,410.93,421.15,418.08,414.57,423.97,413.43,412.62,419.93,417.04
"559",15.75,115.25,394.24,416.24,408.32,420.24,409.13,413.55,413.43,422.88,417.7,416.4,423.77,414.69,412.65,419.47,415.19
"560",15.75,115.75,397.41,418.28,414.27,418.74,413.13,416.33,418.08,422.44,415.75,417.46,423.51,415.89,414.46,415.51,415.99
"561",15.75,116.25,392.53,415.63,414.58,420.23,413.04,417.52,422.16,422.62,417.78,419.16,423.12,422.44,412.73,417.5,420.52
"562",15.75,116.75,383.78,416.65,417.37,419.4,412.2,418.22,424.08,422.31,417.06,417.76,422.16,422.46,418,419.96,419.11
"563",15.75,117.25,382.53,418.88,418.45,418.27,412.49,418.68,424.99,421.74,417.58,418,422.32,422.76,417.31,418.85,422.22
"564",15.75,117.75,401.37,418.16,418.46,417.4,417.22,417.45,423.97,421.95,417.39,411.33,422.43,420.54,417.18,422.52,420.49
"565",15.75,118.25,402.72,416.29,416.88,420.49,418.85,420.2,424.85,422.91,416.96,416.17,423.98,419.45,415.73,424.25,418.78
"566",15.75,118.75,401.62,413.56,419.01,420.71,419.91,421.27,418.78,423.48,417.1,417.57,425.79,419.79,418.81,423.08,418.34
"567",15.75,119.25,402.51,419.57,417.57,422.21,419.99,421.2,417.13,422.6,421.45,419.41,425.11,423.68,420.81,423.8,415.56
"568",15.75,119.75,404.93,417.3,415.44,423.41,423.4,423.11,415.65,423.41,422.28,419.56,427.43,426.19,418.23,423.32,421.23
"569",15.75,120.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",15.75,120.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",15.75,121.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",15.75,121.75,409.03,421.8,415.89,421.13,419.3,424.78,424.23,422.59,424.33,427.06,423.72,421.83,419.19,428.75,424.87
"573",16.25,109.25,418.13,422.32,421.75,422.8,421.71,422.72,421.11,423.5,418.48,422.58,425.6,422.5,423.17,422.66,420.86
"574",16.25,109.75,419.65,421.32,417.4,422.04,421.53,422.01,418.07,422.94,417.1,422.9,424.9,422.36,423.36,422.88,421.03
"575",16.25,110.25,420.84,419.65,414.72,422.37,420,422.5,419.3,421.42,416.05,422.74,424.86,421.9,422.04,423.37,420.79
"576",16.25,110.75,415.08,418.73,413.4,422.09,420.39,422.47,418.05,420.69,416.14,421.18,424,421.82,420.3,424.03,420.9
"577",16.25,111.25,411.85,415.5,411.9,422.56,419.58,420.28,415.15,420.86,415,419.99,420.95,421.69,419.88,422.34,420.79
"578",16.25,111.75,407.45,417.26,412.6,425.92,422.76,422.01,416.6,422.95,419.51,421.65,425.07,424.7,423.68,422.08,425.75
"579",16.25,112.25,402.34,417.3,412.12,425.34,417.56,415.93,411.38,421.94,420.72,419.46,426,421.78,419.34,415.54,424.82
"580",16.25,112.75,398.9,418.46,410.03,423.88,415.5,415.68,407.91,422.56,415.71,417.41,425.36,418.28,415.64,419.38,422.73
"581",16.25,113.25,395.99,419.09,410.08,422.15,413.59,416.61,406.56,421.64,416.92,416.79,423.65,419.13,413.02,420.5,420.38
"582",16.25,113.75,396.42,414.05,411.78,422.65,413.2,418.32,407.11,420.69,413.87,415.52,423.48,419.05,415.3,420.05,418.44
"583",16.25,114.25,395.32,417.08,415.78,420.68,409.48,415.01,410.31,420.95,415.5,416.06,424.26,420.03,412.11,422.48,420.65
"584",16.25,114.75,393.62,414.63,413.61,421.41,415.42,414.41,411.97,421.46,416.2,416.55,423.49,418.62,411.37,420.93,419.37
"585",16.25,115.25,394.09,414.89,411.85,421.41,414.54,419.13,416.98,424.2,416.32,415.51,423.3,420.86,411.78,419.06,417.68
"586",16.25,115.75,394.11,418.55,413.86,420.84,417.54,415.91,419.47,422.73,416.64,414.67,423.36,419.49,415.27,419.3,414.73
"587",16.25,116.25,402.38,412.82,415.45,420.82,415.79,414.68,423.03,422.26,415.48,418.07,422.89,421.53,412.33,418.76,418.98
"588",16.25,116.75,405.26,415.19,417.4,420.7,417.45,420.37,419.87,422.51,414.31,415.63,422.11,424.34,413.1,418.01,421.73
"589",16.25,117.25,395.52,418.14,417.49,418.54,418.11,418.8,421.47,421.71,417.04,418.5,421.59,423.78,414.2,420.09,421.52
"590",16.25,117.75,405.94,419.52,417.24,419.2,417.06,419.54,424.37,422.19,419.25,415.93,422.73,422.24,416.57,421.97,421.5
"591",16.25,118.25,405.73,417.95,414.32,420.36,420.3,417.67,423.19,422.16,417.58,416.34,424.5,419.65,417.62,422.56,420.66
"592",16.25,118.75,403.79,414.23,415.54,420.65,417.69,418.41,416.34,421.98,420.54,419.33,424.5,419.9,419.63,423.77,420.41
