"","Grid_lat","Grid_long","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"197",8.75,116.25,404.71,410.59,420.34,418.56,414.39,420.2,418.52,418.21,417.59,416.96,423.75,418.92,415.86,415.15,419.79
"198",8.75,116.75,405.86,412.74,421.52,417.45,421.05,422.73,418.36,418.65,420.37,414.79,424.13,418.03,416.76,419.19,416.26
"199",8.75,117.25,414.83,419.36,423.63,423.19,424.19,425.23,421.57,422.38,423.44,416.85,426.36,417.45,420.53,424.19,420.75
"200",8.75,117.75,424.67,424.34,430.4,425.33,425.83,430.29,427.73,429.5,425.69,423.91,429.03,426.72,429.67,432.27,427.64
"201",8.75,118.25,422.07,422.86,425.45,420.66,422.83,424.03,423.41,425.9,424.64,422.93,428.16,421.92,424.8,424.46,422.37
"202",8.75,118.75,420.55,420.69,422.34,416.58,418.9,421.42,421.33,425.05,422.26,423.6,425.56,418.18,420.78,424.09,420.55
"203",8.75,119.25,413.91,418.7,422.76,418.34,416.71,420.68,421.41,423.74,418.48,422.57,425.31,414.08,421.17,425.51,420.72
"204",8.75,119.75,412.49,420.44,420.88,419.71,418.83,422.28,424.92,424.8,416.56,421.14,427.18,416.03,422.66,423.71,419.59
"205",8.75,120.25,419.53,419.53,418.73,420.2,418.52,425.86,419.36,424.84,420.38,418.09,427.16,423.62,420.84,422.09,417.3
"206",8.75,120.75,418.19,418.27,420.64,418.69,402.91,422.25,418.67,422.81,420.92,414.58,425.31,420.86,417.28,422.25,413.47
"207",8.75,121.25,413.23,415.38,422.02,420.49,409.96,422,417.6,424.07,420.35,418.02,424.71,418.69,421.32,421.96,415.17
"208",8.75,121.75,412.81,409.8,418.74,422.23,416.59,422.37,417.11,424.69,420.81,417.93,424.71,416.51,421.46,422.87,420.35
"209",9.25,109.25,404.69,409.9,418.19,415.4,404.95,419.66,408.39,418.32,419.68,414.65,424.78,412.28,412.91,420.05,414.94
"210",9.25,109.75,402.84,409.55,416.18,413.14,402.46,417.42,409.44,419.59,421.25,410.58,423.1,408.35,408.11,421.59,416.95
"211",9.25,110.25,400.24,411.28,419.73,415.77,402.86,419.06,411.37,419.38,421.43,407.87,424.96,409.52,409.58,420.42,420.82
"212",9.25,110.75,400.73,409.99,416.82,417.77,409.02,417.23,413.92,419.29,420.79,410.21,423.25,409.6,409.35,418.75,410.73
"213",9.25,111.25,397.63,409.88,415.19,417.25,409.17,415.11,415.02,417.42,416.3,415.92,423.34,410.45,409.52,422.11,413.05
"214",9.25,111.75,399.39,414.2,419.05,417.06,412.47,408,413.79,413.01,416.35,414.96,422.95,410.74,409.8,423.08,413.37
"215",9.25,112.25,397.6,411.16,416.4,416.66,415.38,410.51,412.75,408.7,414.29,413.24,424.35,408.38,404.73,422.77,411.61
"216",9.25,112.75,404.35,409.35,418.16,416.7,410.43,411.81,408.38,410.19,414.84,413.83,423.91,403.5,403.96,420.9,412.42
"217",9.25,113.25,404.64,412.81,417.92,416.2,412.52,417.62,410.97,411.21,413.35,413.35,422.01,405.59,404.1,421.58,415.57
"218",9.25,113.75,401.28,409.28,417.24,412.81,413.28,416.68,410.71,409.94,414.07,415.69,422.56,405.64,406.35,420.75,416.56
"219",9.25,114.25,401.77,410.69,414.32,413.82,413.21,419.1,409.43,410.55,414.39,412.87,422.4,411.46,409.5,419.66,414.34
"220",9.25,114.75,402.07,409.23,412.53,416.68,415.62,418.48,407.57,412.15,417.52,414.96,424.22,413.79,402.33,419.64,414.47
"221",9.25,115.25,400.75,412.71,415.92,416.78,411.58,421.04,411.62,413.94,419.74,415.67,425.49,415.59,404.6,419.19,414.74
"222",9.25,115.75,399.1,413.55,418.99,417.78,412.83,418.98,415.89,417.44,417.77,416.7,423.65,415.58,405.2,416.95,417
"223",9.25,116.25,403.83,413.07,419.15,415.08,420.13,418.58,417.72,415.42,417.61,416.99,423.82,419.57,410.25,408.63,416.97
"224",9.25,116.75,406.53,413.47,420.76,414.57,423.9,421.03,418.16,415.98,418.16,413.03,423.08,418.51,411.48,417.05,420.27
"225",9.25,117.25,410.01,415.59,420.57,420.01,419.12,424.66,420.18,421.26,420.17,416.85,424.14,418.13,414.42,422.89,422.1
"226",9.25,117.75,418.75,420.38,426.4,423.12,424.18,422.14,425.47,425.32,424.04,422.09,425.46,421.2,426.33,426.27,424.08
"227",9.25,118.25,423.06,424.79,430.27,424.54,424.17,423.29,433.7,428.4,428.66,429.33,428.83,424.41,429.33,430.72,426.48
"228",9.25,118.75,414.07,425.12,423.27,420.27,422.39,420.89,421.48,425.65,420.96,427.57,426.49,423.97,422.01,428.07,422.01
"229",9.25,119.25,410.81,419.47,420.57,419.92,419.32,421.11,421.63,425.72,417.8,423.54,426.19,418.32,419.45,424.91,419.19
"230",9.25,119.75,413.32,418.49,419.14,418.53,419.6,419.16,425.38,428,419.98,420.04,427.45,415.94,422.49,425.79,415.82
"231",9.25,120.25,409.99,417.78,418.29,420.33,417.8,420.77,424.76,426.66,422.27,418.55,426.32,417.77,422.79,422.03,417.96
"232",9.25,120.75,412.8,416.96,422.09,421.58,410.3,418.75,420.51,424.09,421.31,416.21,426.91,423.63,419.29,422.25,419.36
"233",9.25,121.25,413.09,414.37,418.64,423.54,415.2,421.27,417.89,423.36,421.91,415.4,425.71,420.08,418.58,423.65,416.34
"234",9.25,121.75,414.65,414.06,418.26,423.94,413.6,423.76,420.44,425.47,421.56,417.75,423.74,416.84,422.91,422.75,420.35
"235",9.75,109.25,406.11,408.87,417.49,415.63,407.58,420.24,411.14,419.82,418.9,415.91,425.72,411.28,412.41,418.79,419.35
"236",9.75,109.75,405.58,404.52,418.71,412.16,406.61,419.39,409.53,418.08,420.87,409.34,426.7,409.65,409.35,418.38,418.77
"237",9.75,110.25,399.44,409.32,419.58,413.37,409.24,418.01,407.91,419.49,418.65,407.04,426.54,407.8,410.55,421.34,421.31
"238",9.75,110.75,399.93,408.29,419.26,415.07,411.15,419.05,415.26,420.56,415.92,407.86,422.78,405.22,410.06,420.93,424.03
"239",9.75,111.25,394.65,411.02,417.48,412.78,415.45,421.11,411.95,417.42,417.13,410.32,421.43,407.83,407.61,420.09,413.44
"240",9.75,111.75,397.14,416.85,416.59,416.61,415.66,410.29,414.32,415.16,417.33,412.59,422.77,408.52,411.69,423.67,413.51
"241",9.75,112.25,395.02,416.94,420.68,414.84,421.3,411.96,416.43,408.94,417.3,408.96,423.36,406.81,412.05,426.41,412.34
"242",9.75,112.75,397.53,412.25,420.02,415.47,414.77,412.95,409.85,412.52,412.38,411.12,423.76,403.28,417.12,427.11,415.46
"243",9.75,113.25,406.18,415.37,419.82,416.42,417.07,414.09,411.11,418.14,413.31,416.03,423.83,402.62,410.86,423.9,416.29
"244",9.75,113.75,403.99,412.24,417.01,412.81,413.12,418.09,412.19,411.22,413.68,414.12,422.95,404.25,410.31,419.5,418.08
"245",9.75,114.25,405.2,413.02,407.84,411.69,417.05,415.91,412.36,412,416.95,416.31,425.62,407.03,412.87,422.04,421.73
"246",9.75,114.75,401.7,410.22,411.52,417.04,412.04,417.46,408.85,409.49,416.98,416.24,426.19,409.66,407.5,418.42,417.42
"247",9.75,115.25,402.32,407.6,412.28,417.56,402.77,419.71,405.07,409.87,414.03,414.81,423.64,411.28,402.82,419.77,417.99
"248",9.75,115.75,402.9,411.38,417.3,417.54,416.4,423.04,412.57,414.66,421.32,419.67,426,415.57,406.23,423.75,421.21
"249",9.75,116.25,400.15,410.16,419.82,414.33,423.31,421.09,415.16,415.27,419.42,415.41,423.77,415.62,408.32,418.73,419
"250",9.75,116.75,405.01,414.83,420.4,416.65,421.41,422.85,415.61,419.83,421.48,411.24,424.38,416.58,410.65,421.64,420.92
"251",9.75,117.25,407.45,415.8,419.44,418.12,416.33,422.06,417.91,419.54,421.71,410.38,422.75,417.47,409.2,421.87,419.77
"252",9.75,117.75,413.15,414.98,421.79,420.78,414.54,420.96,421.69,422.61,421.99,416.58,422.36,418.56,411.78,422.57,420.38
"253",9.75,118.25,417.42,418.08,423.43,421.15,423.98,422.18,426.78,423.63,421.67,425.11,424.09,421.87,423.15,423.54,422.53
"254",9.75,118.75,416,424.64,424.03,424.65,424.15,425.03,426.05,425.37,416.23,424.24,430.56,426.5,425.49,428.11,423.22
"255",9.75,119.25,406.35,421.55,422.12,422.67,420.83,421.97,423.56,423.5,418.39,423.67,427.59,423.4,421.11,424.98,419.49
"256",9.75,119.75,404.27,419.56,420.94,419.26,414.47,422.54,425.53,425.69,419.69,422.98,426.5,420.17,422.01,423.61,419.41
"257",9.75,120.25,408.91,418.51,421.53,417.7,415.03,421.06,422.7,424.95,419.3,418.69,426.14,420.49,421.23,424.7,411.63
"258",9.75,120.75,411.19,416.46,420.98,422.19,414.6,422.09,423.04,425.55,420.64,417.3,426.66,421.97,422.31,424.14,415.88
"259",9.75,121.25,413.32,412.14,422.35,423.35,414.31,423.78,424.66,425.16,422.53,419.3,427.13,418.7,423.67,423.85,420.97
"260",9.75,121.75,411.24,412.04,417.92,424.22,412,420.74,420.89,425.99,421.71,416.64,423.58,416.34,422.84,422.75,419.54
"261",10.25,109.25,398.68,410.08,414.52,415.69,397.58,419.59,409.58,416.32,420.56,414.78,430.06,413.66,410.11,420.71,425.37
"262",10.25,109.75,403.14,405.68,414.41,414.99,400.14,419.48,407.35,420.45,416.54,410.83,428.71,409.78,412.13,410.07,420.2
"263",10.25,110.25,404.28,404.46,416.38,412.21,400.19,419.74,412.85,420.57,413.03,408.64,427.02,410.54,411.27,413.94,424.11
"264",10.25,110.75,400.66,411.24,418.73,412.74,405.69,422.66,415.25,422.5,413.76,406.08,424.89,408.94,406.69,420.58,424.37
"265",10.25,111.25,396.28,415.17,415.62,412.61,412.87,418.76,413.6,417.78,418.34,411.34,420.79,410.4,406.27,419.52,420
"266",10.25,111.75,396.99,412.44,417.18,413.62,412.81,418.66,415.62,419.22,418.05,408.57,422.73,411.93,408.38,422.63,419.29
"267",10.25,112.25,396.38,416.16,416.97,414.12,415.83,416.51,414.9,416.61,416.53,402.97,422.96,409.54,410.37,423.41,417.42
"268",10.25,112.75,397.15,418.81,420.49,412.52,415.5,418.79,416.43,413.19,413.51,404.85,423.59,402.32,414.4,424.28,416.07
"269",10.25,113.25,402.43,411.43,415.97,413.82,417.16,414.83,409.91,413.84,412.57,412.59,422.86,396.15,410.27,423.84,415.71
"270",10.25,113.75,401.78,411.65,414.63,413.56,414.11,413.97,411.95,414.59,414.51,411.98,424.51,403.94,409.52,421.98,419.81
"271",10.25,114.25,396.19,412.63,409.34,410.21,409.18,411.3,413.61,417.58,415.49,411.21,426.61,408.43,406.26,423.58,418.44
"272",10.25,114.75,397.28,413.22,410.62,416.66,403.87,417.88,411.71,416.42,414.93,416.02,423.55,410.63,401.82,419.76,417.11
"273",10.25,115.25,399.99,407.47,412.17,414.35,400.52,419.87,412.42,415.55,416.38,414.52,423.11,408.22,402.01,419.6,416.62
"274",10.25,115.75,400.5,408.21,415.18,414.83,411.64,421.79,412.32,414.06,419.96,412.32,424.06,410.66,407.01,423.04,419.62
"275",10.25,116.25,399.81,410.13,417.07,414.69,417.44,419.42,413.25,414.8,418.97,415.3,423.04,413.42,404.12,415.83,419.13
"276",10.25,116.75,404.88,411.77,419.14,417.47,419.89,421.24,417.28,417.91,420.75,409.36,423.46,412.54,407.09,418.71,418.16
"277",10.25,117.25,404,411.65,421.23,419.23,422.36,422.04,419.37,420.57,420.77,407.41,423.08,412.63,407.82,420.81,417.71
"278",10.25,117.75,406.09,413.73,422.51,421.43,414.48,420.3,420.57,421.26,422.16,407.32,422.34,419.05,409.4,420.07,417.48
"279",10.25,118.25,411.12,416.64,423.01,421.95,415.35,422.06,422.24,422.8,420.13,420.04,422.16,420.51,418.73,421.76,416.91
"280",10.25,118.75,415.89,419.39,424.23,424.59,421.09,418.87,426.38,424.07,420.29,421.95,424.26,419.91,421.29,425.96,419.86
"281",10.25,119.25,417.75,430.46,431.04,432.9,421.4,427.63,429.88,428.89,417.94,419.38,434.95,428.74,427.8,430.97,430.54
"282",10.25,119.75,394.91,427.13,427.58,426.94,422.61,427.53,429.69,427.67,422.53,423.11,429.88,425.31,426.45,429.24,423.7
"283",10.25,120.25,404.31,415.84,421.23,420.28,411.25,424.98,426.05,423.57,418.4,423.36,426.05,420.76,420.76,425.12,415.13
"284",10.25,120.75,411.37,413.56,420.29,420.54,416.24,422.19,425.52,424.21,417.13,423.98,425.45,419.06,420.31,425.23,416.87
"285",10.25,121.25,410.1,411.24,419.31,421.09,414.45,420.42,419.77,423.82,421.18,423.2,424.52,415.85,423.08,422.42,419.94
"286",10.25,121.75,409.8,416.54,417.38,423.84,412.32,419.04,419.39,424.06,421.99,423.16,423.96,407.77,423.4,421.76,416.54
"287",10.75,109.25,380.31,402.43,408.47,402.47,379.28,415.05,400.74,416.98,413.23,407.34,424.08,398.14,384,415.68,412.85
"288",10.75,109.75,387.27,403.66,416.56,405.62,391.54,416.53,404.54,419.89,414.94,410.99,422.92,409.05,402.49,415.41,418.16
"289",10.75,110.25,399.38,408.83,416.04,409.37,392.26,415.33,411.55,419.89,411.56,411.43,426.13,408.22,412.9,412.68,420.47
"290",10.75,110.75,406.22,411.13,415.67,408.11,398.34,417.26,413.18,422.75,412.16,409.7,423.96,408.39,409.91,414.56,421.92
"291",10.75,111.25,396.93,414.7,415.52,406.3,405.77,416.6,408.9,422.7,415.57,407.16,422.16,410.59,408.5,418.24,419.87
"292",10.75,111.75,394.89,416.06,412.53,409.26,414.15,415.12,415.72,420.01,415.4,406.16,426.48,412.9,407.64,425.38,420.14
"293",10.75,112.25,393.72,414.82,411.26,409.9,413.94,417.58,410.23,417.48,412.44,404.59,422.1,410.6,406.01,425.19,416.6
"294",10.75,112.75,389,415.27,415.44,410,414.77,419.6,406.66,410.32,415.79,404.39,422,406.53,410.74,422.63,413.81
"295",10.75,113.25,394.07,413.42,411,412.92,414.45,414.71,405.26,414.91,417.37,411.14,422.88,405.89,402.03,424.84,417.84
"296",10.75,113.75,396.58,407.74,409.51,410.82,411.64,412.25,407.58,412.15,414.98,408.73,424.76,405.55,407.32,424.14,420.75
"297",10.75,114.25,393.02,412.81,411.33,411.65,406.61,418.9,410.66,422.87,414.96,408.7,426.93,408.73,405.65,425.39,414.18
"298",10.75,114.75,391.41,406.3,411.32,411.59,400.91,421.99,414.12,420.64,416.98,412.93,426.07,412.21,399.77,423.16,417.81
"299",10.75,115.25,394.41,409.14,413.11,411.47,403.01,421.77,412.66,418.25,416.39,414,423.18,416.84,404.07,421.8,417.17
"300",10.75,115.75,396.53,408.3,417.01,410.88,406.91,421.97,414.11,417.9,418.28,413.82,423.9,414.92,397.36,423.01,417.46
"301",10.75,116.25,395.05,408.22,416.91,415.4,419.99,420.32,418.73,416.37,421.93,409.44,425.85,418.23,404.02,421.89,414.88
"302",10.75,116.75,402.08,411.13,419.19,415.57,420.44,421.43,422.09,418.35,420.76,410.98,424.41,413.8,405.58,419.1,416.34
"303",10.75,117.25,404.48,412.07,421.87,419,413.12,422.3,422.66,419.82,421.27,412.01,424.36,416,415.05,417.49,416.34
"304",10.75,117.75,403.82,413.5,421.53,420.41,416.03,421.6,422.61,420.92,420.26,408.13,423.35,419.31,408.53,423.7,416.75
"305",10.75,118.25,408.5,415.24,421.57,420.82,419.78,421.44,421.12,421,421.21,414.36,422.72,417.59,415.88,423.19,415.14
"306",10.75,118.75,414.74,417.21,422.89,423,420.75,422.66,421.97,423.81,421.89,416.37,423.52,420.82,417.28,424,416.14
"307",10.75,119.25,416.77,425.01,425.79,425.68,427.79,424.02,425.97,425.86,422.97,419.35,424.84,427.27,428.92,429.13,422.83
"308",10.75,119.75,413.32,424.64,425.73,431.14,420.43,423.31,430.2,430.08,427.19,429.13,431.58,430.46,429.44,427.46,427.62
"309",10.75,120.25,406.07,415.96,419.08,422.06,414.37,419.16,427.49,425.15,424.6,423.57,427.16,418.21,424.31,425.54,418.06
"310",10.75,120.75,403.14,412.93,418.87,422.36,417.45,421.91,425.77,423.91,420.5,422.76,427.04,419.06,423,424.01,415.25
"311",10.75,121.25,409.3,415.63,419.8,420.48,415.21,423.54,423.99,425.59,423.3,423.62,425.76,418.45,424.8,421.9,420.72
"312",10.75,121.75,403.73,419.81,420.69,423.85,412.18,421.68,423.6,421.7,422.92,426.08,425.04,420.44,424.78,424.52,419.41
"313",11.25,109.25,367.8,392.7,382.71,395.3,377.04,389.94,379.13,401.44,379.11,387.11,421.28,368.91,358.13,410.63,396.26
"314",11.25,109.75,381.74,396.28,399.11,405.21,394.15,406.3,408.64,407.15,410.01,398.73,421.48,385.31,382.53,417.02,410.67
"315",11.25,110.25,388.69,399.43,413.1,409.5,395.34,406.67,408.32,414.19,412.72,405.7,422.59,400.5,400.86,414.3,411.8
"316",11.25,110.75,394.16,405.06,414.56,407.97,395.49,409.11,407.01,418.23,412.41,407.09,422.51,406.89,397.5,416.89,414.66
"317",11.25,111.25,399.7,412.38,414.95,411.5,399.59,411.35,409.7,424.34,417.31,406.39,422.51,409.93,393.1,405.87,411.7
"318",11.25,111.75,396.01,410.51,412.89,408.22,409.65,414.94,410.09,421.46,417.28,405.69,424.34,407.42,397.75,421.31,419.3
"319",11.25,112.25,393.43,416.05,411.32,405.95,413.05,418.35,409.98,419.31,410.15,403.06,422.5,406.08,399.12,419.48,418.91
"320",11.25,112.75,389.26,414.5,408.98,408.72,410.34,423.35,408.94,415.93,415.34,403.8,421.8,406.9,409.46,412.35,415.28
"321",11.25,113.25,386.91,411.12,409.24,407.57,414.53,419.58,405.81,417.25,416.69,410.62,421.42,407.29,403.54,424.6,416.71
"322",11.25,113.75,387.22,408.07,405.26,404.86,410.61,414.32,403.57,417.68,414.26,406.65,424.01,404.23,408.12,423,411.27
"323",11.25,114.25,387.97,408.61,410.27,407.87,403.94,416.21,410.46,418.4,416.88,405.04,425.99,409.87,404.68,424.32,412.58
"324",11.25,114.75,388.65,408.58,411.48,409.32,401.23,416.36,412.88,423.76,420.15,412.24,425.45,417.47,396.59,423.24,414.78
"325",11.25,115.25,390.01,407.92,413.15,407.31,406.91,420.85,411.5,422.31,414.23,410.94,424.27,417.96,401.56,421.37,416.14
"326",11.25,115.75,391.62,406.23,413.85,409.94,412.58,420.61,411.67,420.45,417.73,413.36,423.97,418.41,401.98,422.5,415.22
"327",11.25,116.25,397.2,404.77,416.32,411.59,414.27,422.29,417.25,420.43,422.12,405.02,425.9,403.18,402.44,422.5,416.29
"328",11.25,116.75,399.98,405.07,419.97,413.28,416.2,422.54,417.41,420.26,423.6,412.17,425.1,406.41,403.57,421.34,417.03
"329",11.25,117.25,404.93,407.66,421.42,415.46,417,422.13,423.06,419.61,423.22,414.59,422.98,413.5,411.89,409.16,416.5
"330",11.25,117.75,398.65,410.98,422.83,418.68,417.76,421.97,422.77,419.84,422.53,414.92,422.96,417.37,413.37,421.13,416.41
"331",11.25,118.25,406.17,411.67,421.62,419.27,409.19,421.57,422.07,420.16,420.64,409.28,423.36,418.35,415.71,422,416.88
"332",11.25,118.75,408.01,414.9,422.52,421.82,422.36,422.92,424.85,421.35,420.02,412.92,423.9,419.51,416,420.63,416.77
"333",11.25,119.25,414.9,420.7,424.7,423.83,423.38,423.2,425.46,424.43,422.35,420.62,424.41,423.06,420.38,424.21,420.54
"334",11.25,119.75,418.67,423.21,425.23,427.53,420.13,422.56,427.4,427.59,426.9,426.02,429.9,426.52,429.72,429.04,424.56
"335",11.25,120.25,416.08,419.46,420.79,423.84,411.9,422.4,425.87,426.43,427.07,424.35,428.62,423.45,426.77,425.98,420.65
"336",11.25,120.75,408.06,414.7,419.7,421.22,415.59,425.48,425.34,425.96,422.76,422.44,427.76,422.02,423.24,426.74,418.24
"337",11.25,121.25,405.04,415.98,421.31,419.99,413.47,426.15,424.62,426.62,424.95,421.66,426.13,417.59,423,425.25,420.52
"338",11.25,121.75,411.03,417.42,418.48,424.68,415.25,426.21,423.31,426.02,428.49,422.23,425.73,420.54,424.45,427.65,422.08
"339",11.75,109.25,393.91,399.83,407.59,407.85,394.29,393.46,383.06,411.46,384.66,405.74,425.33,390.01,396.07,416.32,382.82
"340",11.75,109.75,383.53,402.77,406.69,412.93,400.37,403.96,395.62,414.35,398.44,408.63,423.98,395.87,391.49,416.79,401.96
"341",11.75,110.25,388.51,402.59,405.74,412.81,397.3,405.82,406.68,414.58,407.71,408.44,422.68,396.02,393.64,412.82,411.21
"342",11.75,110.75,391.82,401.65,410.26,408.56,395.19,405.73,407.37,416.19,410.39,405.92,421.43,399.66,396.48,411.67,410.25
"343",11.75,111.25,390.21,406.94,410.6,406.53,396.53,408.58,408.5,413.86,418.6,401.24,420.76,401.42,396.24,410.85,411.37
"344",11.75,111.75,388.37,406.18,409.87,410.33,397.56,410.47,409.07,419.5,415.07,400.93,421.32,404.72,397.8,412.19,415.11
"345",11.75,112.25,390.86,410.43,409.97,410.4,403.74,411.26,409.07,420.74,410.15,406,423.02,402.89,397.71,415.53,418.81
"346",11.75,112.75,390.11,413.02,406.65,407.33,407.29,414.89,411.76,418.24,412.76,408.17,423.48,401.54,397.44,412.54,412.28
"347",11.75,113.25,388.86,410.68,406.81,408.91,411.18,414.95,408.7,419.49,416.22,413.86,422.54,404.27,406.15,420.23,410.15
"348",11.75,113.75,389.4,409.58,405.91,405.55,407.7,418.49,406.59,422.17,414.12,407.24,423.99,414.25,402.1,423.95,406.35
"349",11.75,114.25,388.1,409.64,408.92,409.32,410.99,418.21,408.86,415.34,415.93,405.28,423.98,403.41,411.63,422.83,405.66
"350",11.75,114.75,389.39,409.34,409.1,410.26,408.47,415.39,411.25,420.19,417.6,406.89,423.44,411.5,400.99,420.08,411.62
"351",11.75,115.25,389.31,409.32,408,407.47,406.23,416.42,410.63,422.03,415.96,412.35,423.69,415.59,404.53,422.47,417.25
"352",11.75,115.75,389.9,409.5,412.87,411.13,413.49,419.96,411.18,422.15,417.82,410.7,424.07,415.65,403,422.77,414
"353",11.75,116.25,391.37,406.22,414.32,413.61,410.83,422.08,409.83,423.95,422.17,407.32,424.65,407.61,404.86,422.49,413.28
"354",11.75,116.75,393.14,407.45,419.03,412.59,413.22,420.04,415.79,422.77,423.09,409.74,423.6,409.15,399.28,422.13,414.2
"355",11.75,117.25,403.2,409.7,420.68,411.62,418.11,421.05,416.17,421.25,420.62,412.52,422.92,409.46,403.76,419.6,415.96
"356",11.75,117.75,404.29,416.29,420.33,415.45,412.98,422.43,419.03,420.02,423.26,410.59,422.31,413.28,409.27,418.65,414.75
"357",11.75,118.25,404.78,407.79,420.67,418.62,413.84,421.08,423.17,422.75,419.67,411.39,423.09,417.95,413.76,422.27,413.61
"358",11.75,118.75,402.53,413.84,422.44,421.25,417.55,422.24,425.34,421.38,419.58,417.67,422.83,417.2,414.74,421.11,414.29
"359",11.75,119.25,410.69,416.61,422.5,421.74,416.89,421.68,426.03,423.76,422.94,419.05,424.04,419.56,420.3,424.84,417.69
"360",11.75,119.75,419.3,421.38,422.13,423.15,408.35,422.01,426.81,424.67,424.4,420.28,425.64,418.27,426.33,426.78,419.68
"361",11.75,120.25,419.89,422.6,424.78,429,418.29,424.73,425.26,429.44,427.44,424.06,431.41,424.23,427.44,428.8,422.83
"362",11.75,120.75,416.33,417.27,423.41,423.6,409.17,423.41,424.19,427.17,423.15,420.7,427.22,421.61,424.01,426.45,415.44
"363",11.75,121.25,407.94,415.94,423.1,424.03,414.02,425.11,423.98,423.77,419.75,421.64,424.33,421.16,422.01,424.71,419.16
"364",11.75,121.75,406.38,415.71,416.98,424.59,411.12,424.33,423.63,424.2,424.32,420.8,425.16,411.62,422.21,427.54,422.21
"365",12.25,109.25,408.03,416.8,424.7,419.55,411.75,402.15,410.6,406.74,400.15,417.63,428.27,411.22,412.88,427.11,406.53
"366",12.25,109.75,395.87,410.27,417.12,419.59,407.48,407.36,407.06,412.82,401.54,413.65,426.01,404.11,402.25,416.13,407.76
"367",12.25,110.25,391.16,406.55,410.98,416.03,400.78,405.94,406.14,413.31,405.58,409.12,424.02,397.26,400.44,409.46,407.54
"368",12.25,110.75,388.49,402.58,409.09,410.78,396.42,403.2,405.95,415.45,411.9,404.5,421.8,397.83,401.66,410.79,409.42
"369",12.25,111.25,385.1,403.4,407.22,408.71,399.14,407.83,409.84,414.4,412.57,403.4,421.04,399.64,401.75,410.01,409.58
"370",12.25,111.75,382.79,403.56,406.9,406.96,398.84,408.93,409.04,418.76,415.58,404.09,422.6,398.75,399.17,417.91,409.75
"371",12.25,112.25,386.35,403.73,406.59,407.4,399.77,409.77,410.32,418.97,416.38,405.87,424.39,398.92,396.45,418.02,408.21
"372",12.25,112.75,386.32,409.02,404.52,412.05,404.84,411.43,411.43,418.75,412.37,408.17,423.58,399.59,401.72,416.33,405.59
"373",12.25,113.25,384.81,418.47,405.82,412.1,403.72,411.56,403.54,420.83,413.88,410.48,422.32,408.91,400.4,421.4,408.34
"374",12.25,113.75,388.38,414.51,407.9,407.25,411.82,415.96,403.6,420.05,416.68,408.46,422.58,414.16,408.38,423.84,410.14
"375",12.25,114.25,385.55,410.97,409.68,407.26,414.23,419.55,408.56,412.13,415.82,406.39,422.17,412.09,410.86,423.31,403.35
"376",12.25,114.75,381.63,415.91,408.54,414.21,413.61,415.65,413.17,420.59,416.43,410.83,423.01,415.62,396.4,416.4,406.99
"377",12.25,115.25,387.07,417.28,409.49,413.45,410.12,415.73,409.83,421.44,415.56,415.7,423.3,415.06,405.44,421.47,414.68
"378",12.25,115.75,388.36,416.3,409.96,417.03,410.95,419.16,407.86,421.74,418.45,412.52,423.38,416.87,402.39,422.09,413.29
"379",12.25,116.25,390.83,408.93,413.91,416.25,412.4,420.16,408.53,423.45,420.65,409.8,423.6,409.84,405.92,420.92,410.65
"380",12.25,116.75,397.91,408.39,416.91,415.2,414.39,419.72,412.04,423.31,420.62,410.24,423.9,411.09,408.95,414.13,413.91
"381",12.25,117.25,397.86,412.98,419.46,412.89,409.47,421.98,413.28,422.17,422.47,410.41,423.58,408.6,410.42,417.9,415.99
"382",12.25,117.75,401.06,418.02,420.25,412.6,410.3,422.89,421.12,423.88,422.91,407.86,422.83,414.79,412.19,409.2,414.65
"383",12.25,118.25,400.68,411.93,420.07,419.7,414.78,419.55,423.21,424.55,423.99,406.21,421.78,416.71,414.26,418.11,414.52
"384",12.25,118.75,400.12,410.81,420.88,420.6,419.79,422,421.61,424.13,422.94,411.31,422.2,414.52,417.2,419.55,415.04
"385",12.25,119.25,404.61,410.88,420.39,421.23,418.55,423.37,427.07,423.65,421.77,418.19,424.2,415.09,417.35,420.41,415.55
"386",12.25,119.75,412.36,414.47,419.52,423.44,407.9,423.13,427.18,423.71,424.81,418.76,425.92,417.39,423.7,424.17,412.63
"387",12.25,120.25,420.85,421.14,420.36,424.08,419.83,419.65,428.93,428.28,427.71,419.97,426.77,419.79,428.32,425.48,419.38
"388",12.25,120.75,422.21,420.93,422.03,427.33,421.17,423.05,425.28,428.49,423.74,424.75,425.28,424.15,426.21,429.33,424.31
"389",12.25,121.25,420.2,421.19,425.34,430.95,423.58,427.39,420.6,428.5,419.95,427.35,427.52,419.86,429.51,430.88,426.3
"390",12.25,121.75,410.99,415.39,417.82,423.29,408.57,421.24,417.3,423.69,421.28,422.49,425.01,410.72,422.47,426.52,424.46
"391",12.75,109.25,420.24,423.63,431.41,426.14,410.63,406.78,422,412.03,404.3,419.97,433.04,413.18,411.07,430.27,416.19
"392",12.75,109.75,404.75,415.97,418.29,420.51,412.69,411.43,411.16,409.82,406.01,416.89,427.58,408.91,408.19,420.27,414.39
"393",12.75,110.25,393.96,408.11,413.33,421.37,406.84,409.19,409.61,412.01,410.91,412.7,424.02,403.11,408.51,413.78,415.1
